iteration,w_const_0.7,w_linear,w_nonlinear
157,10.349760,39.565521,6.965503
158,10.345057,39.565521,6.965501
159,10.345057,39.565521,6.965498
160,10.345057,39.565521,6.965495
161,10.345057,39.565521,6.965492
162,10.345057,39.565521,6.965489
163,10.345057,39.565521,6.965487
164,10.345057,39.565521,6.965484
165,10.345057,39.565521,6.965480
166,10.331032,39.565521,6.965477
167,10.331032,39.565521,6.965475
168,10.331032,39.565521,6.965472
169,10.178025,39.565521,6.965469
170,10.178025,39.565521,6.965467
171,10.126805,39.565521,6.965465
172,10.126805,39.565521,6.965463
173,10.104512,39.565521,6.965461
174,10.104512,39.565521,6.965458
175,10.104512,39.565521,6.965456
176,10.104512,39.565521,6.965455
177,10.088163,39.565521,6.965454
178,10.086243,39.565521,6.965452
179,10.085585,39.565521,6.965451
180,10.072664,39.565521,6.965450
181,10.020237,39.565521,6.965449
182,10.020237,39.565521,6.965448
183,10.004842,39.565521,6.965447
184,10.004842,39.565521,6.965446
185,10.004272,39.565521,6.965445
186,10.001708,39.565521,6.965443
187,9.995029,39.565521,6.965443
188,9.995029,39.565521,6.965442
189,9.995029,39.565521,6.965442
190,9.995029,39.565521,6.965441
191,9.994652,39.565521,6.965440
192,9.990549,39.565521,6.965440
193,9.989382,39.565521,6.965439
194,9.985553,39.565521,6.965438
195,9.978406,39.565521,6.965438
196,9.975601,39.565521,6.965437
197,9.975601,39.565521,6.965437
198,9.974668,39.565521,6.965436
199,9.970767,39.565521,6.965436
200,9.970767,39.565521,6.965436
201,9.968912,39.565521,6.965435
202,9.968912,39.565521,6.965435
203,9.968619,39.565521,6.965434
204,9.967603,39.565521,6.965434
205,9.967414,39.565521,6.965434
206,9.967414,39.565521,6.965433
207,9.966069,39.565521,6.965433
208,9.966069,39.565521,6.965433
209,9.966069,39.565521,6.965432
210,9.966069,39.565521,6.965432
211,9.964541,39.565521,6.965432
212,9.964541,39.565521,6.965431
213,9.964297,39.565521,6.965431
214,9.964297,39.565521,6.965430
215,9.964292,39.565521,6.965430
216,9.964292,39.565521,6.965429
217,9.964292,39.565521,6.965429
218,9.963394,39.565521,6.965428
219,9.962995,39.565521,6.965428
220,9.962852,39.565521,6.965427
221,9.962272,39.565521,6.965427
222,9.962030,39.565521,6.965427
223,9.961341,39.565521,6.965426
224,9.961214,39.565521,6.965426
225,9.960350,39.565521,6.965426
226,9.959660,39.565521,6.965425
227,9.956650,39.565521,6.965425
228,9.954481,39.565521,6.965424
229,9.954481,39.565521,6.965424
230,9.953480,39.565521,6.965424
231,9.952598,39.565521,6.965423
232,9.951987,39.565521,6.965423
233,9.951251,39.565521,6.965422
234,9.951185,39.565521,6.965422
235,9.950983,39.565521,6.965422
236,9.950670,39.565521,6.965421
237,9.950566,39.565521,6.965421
238,9.950566,39.565521,6.965421
239,9.950514,39.565521,6.965420
240,9.950356,39.565521,6.965420
241,9.950356,39.565521,6.965420
242,9.950186,39.565521,6.965420
243,9.950186,39.565521,6.965419
244,9.950120,39.565521,6.965419
245,9.950062,39.565521,6.965419
246,9.950050,39.565521,6.965418
247,9.950040,39.565521,6.965418
248,9.950040,39.565521,6.965417
249,9.950030,39.565521,6.965417
250,9.949927,39.565521,6.965416
251,9.949927,39.565521,6.965416
252,9.949871,39.565521,6.965415
253,9.949871,39.565521,6.965415
254,9.949853,39.565521,6.965414
255,9.949851,39.565521,6.965413
256,9.949845,39.565521,6.965413
257,9.949789,39.565521,6.965412
258,9.949761,39.565521,6.965412
259,9.949761,39.565521,6.965411
260,9.949761,39.565521,6.965411
261,9.949754,39.565521,6.965410
262,9.949731,39.565521,6.965409
263,9.949731,39.565521,6.965409
264,9.949731,39.565521,6.965408
265,9.949692,39.565521,6.965408
266,9.949692,39.565521,6.965407
267,9.949692,39.565521,6.965406
268,9.949687,39.565521,6.965405
269,9.949664,39.565521,6.965404
270,9.949664,39.565521,6.965404
271,9.949642,39.565521,6.965403
272,9.949642,39.565521,6.965402
273,9.949627,39.565521,6.965401
274,9.949620,39.565521,6.965401
275,9.949599,39.565521,6.965401
276,9.949599,39.565521,6.965400
277,9.949599,39.565521,6.965400
278,9.949599,39.565521,6.965399
279,9.949599,39.565521,6.965399
280,9.949599,39.565521,6.965398
281,9.949599,39.565521,6.965398
282,9.949591,39.565521,6.965398
283,9.949587,39.565521,6.965397
284,9.949587,39.565521,6.965397
285,9.949585,39.565521,6.965396
286,9.949585,39.565521,6.965396
287,9.949585,39.565521,6.965396
288,9.949585,39.565521,6.965395
289,9.949584,39.565521,6.965395
290,9.949583,39.565521,6.965395
291,9.949583,39.565521,6.965394
292,9.949583,39.565521,6.965394
293,9.949583,39.565521,6.965394
294,9.949583,39.565521,6.965394
295,9.949583,39.565521,6.965394
296,9.949583,39.565521,6.965394
297,9.949583,39.565521,6.965394
298,9.949583,39.565521,6.965394
299,9.949583,39.565521,6.965394
300,9.949583,39.565521,6.965394
301,9.949583,39.565521,6.965394
302,9.949583,39.565521,6.965394
303,9.949583,39.565521,6.965393
304,9.949582,39.565521,6.965393
305,9.949582,39.565521,6.965393
306,9.949582,39.565521,6.965393
307,9.949582,39.565521,6.965393
308,9.949582,39.565521,6.965393
309,9.949582,39.565521,6.965393
310,9.949582,39.565521,6.965393
311,9.949582,39.565521,6.965393
312,9.949582,39.565521,6.965393
313,9.949581,39.565521,6.965393
314,9.949581,39.565521,6.965393
315,9.949581,39.565521,6.965392
316,9.949581,39.565521,6.965392
317,9.949581,39.565521,6.965392
318,9.949581,39.565521,6.965392
319,9.949581,39.565521,6.965392
320,9.949581,39.565521,6.965392
321,9.949581,39.565521,6.965392
322,9.949581,39.565521,6.965392
323,9.949581,39.565521,6.965392
324,9.949581,39.565521,6.965391
325,9.949581,39.565521,6.965391
326,9.949581,39.565521,6.965391
327,9.949581,39.565521,6.965391
328,9.949581,39.565521,6.965391
329,9.949581,39.565521,6.965391
330,9.949581,39.565521,6.965391
331,9.949581,39.565521,6.965390
332,9.949581,39.565521,6.965390
333,9.949581,39.565521,6.965390
334,9.949581,39.565521,6.965390
335,9.949581,39.565521,6.965390
336,9.949581,39.565521,6.965389
337,9.949581,39.565521,6.965389
338,9.949581,39.565521,6.965389
339,9.949581,39.565521,6.965388
340,9.949581,37.998181,6.965388
341,9.949581,37.998181,6.965388
342,9.949581,36.283250,6.965388
343,9.949581,36.283250,6.965387
344,9.949581,35.723920,6.965387
345,9.949581,35.723920,6.965387
346,9.949581,35.723920,6.965387
347,9.949581,35.723920,6.965387
348,9.949581,35.723920,6.965387
349,9.949581,35.723920,6.965387
350,9.949581,35.723920,6.965387
351,9.949581,31.542870,6.965387
352,9.949581,31.542870,6.965387
353,9.949581,31.542870,6.965386
354,9.949581,31.542870,6.965386
355,9.949581,31.542870,6.965386
356,9.949581,31.542870,6.965386
357,9.949581,31.542870,6.965386
358,9.949581,31.542870,6.965386
359,9.949581,25.920982,6.965386
360,9.949581,25.920982,6.965386
361,9.949581,25.920982,6.965386
362,9.949580,25.920982,6.965386
363,9.949580,25.920982,6.965386
364,9.949580,25.055052,6.965386
365,9.949580,25.055052,6.965385
366,9.949580,25.055052,6.965385
367,9.949580,25.055052,6.965385
368,9.949580,25.055052,6.965385
369,9.949580,25.055052,6.965385
370,9.949580,25.055052,6.965385
371,9.949580,25.055052,6.965385
372,9.949580,25.055052,6.965385
373,9.949580,25.055052,6.965385
374,9.949580,25.055052,6.965385
375,9.949580,25.055052,6.965385
376,9.949580,25.055052,6.965385
377,9.949580,25.055052,6.965385
378,9.949580,25.055052,6.965385
379,9.949580,25.055052,6.965385
380,9.949580,25.055052,6.965385
381,9.949580,25.055052,6.965385
382,9.949580,25.055052,6.965385
383,9.949580,25.055052,6.965385
384,9.949580,25.055052,6.965385
385,9.949580,25.055052,6.965385
386,9.949580,25.055052,6.965385
387,9.949580,25.055052,6.965385
388,9.949580,25.055052,6.965385
389,9.949580,25.055052,6.965384
390,9.949580,25.055052,6.965384
391,9.949580,25.055052,6.965384
392,9.949580,25.055052,6.965384
393,9.949580,25.055052,6.965384
394,9.949580,25.055052,6.965384
395,9.949580,25.055052,6.965384
396,9.949580,25.055052,6.965384
397,9.949580,25.055052,6.965384
398,9.949580,25.055052,6.965384
399,9.949580,25.055052,6.965384
400,9.949580,25.055052,6.965384
401,9.949580,25.055052,6.965384
402,9.949580,25.055052,6.965384
403,9.949580,25.055052,6.965384
404,9.949580,25.055052,6.965384
405,9.949580,25.055052,6.965384
406,9.949580,25.055052,6.965384
407,9.949580,25.055052,6.965384
408,9.949580,25.055052,6.965384
409,9.949580,25.055052,6.965384
410,9.949580,25.055052,6.965384
411,9.949580,25.055052,6.965384
412,9.949580,25.055052,6.965384
413,9.949580,25.055052,6.965384
414,9.949580,25.055052,6.965384
415,9.949580,25.055052,6.965384
416,9.949580,25.055052,6.965384
417,9.949580,25.055052,6.965384
418,9.949580,25.055052,6.965384
419,9.949580,25.055052,6.965384
420,9.949580,25.055052,6.965384
421,9.949580,25.055052,6.965384
422,9.949580,25.055052,6.965384
423,9.949580,25.055052,6.965384
424,9.949580,25.055052,6.965384
425,9.949580,25.055052,6.965384
426,9.949580,25.055052,6.965384
427,9.949580,25.055052,6.965384
428,9.949580,24.936626,6.965384
429,9.949580,24.936626,6.965384
430,9.949580,24.936626,6.965384
431,9.949580,24.936626,6.965384
432,9.949580,24.936626,6.965384
433,9.949580,24.936626,6.965384
434,9.949580,24.936626,6.965384
435,9.949580,24.936626,6.965384
436,9.949580,24.936626,6.965384
437,9.949580,24.936626,6.965384
438,9.949580,24.936626,6.965384
439,9.949580,24.936626,6.965384
440,9.949580,24.936626,6.965384
441,9.949580,24.936626,6.965384
442,9.949580,24.936626,6.965384
443,9.949580,24.936626,6.965384
444,9.949580,24.936626,6.965384
445,9.949580,24.936626,6.965384
446,9.949580,24.936626,6.965384
447,9.949580,24.936626,6.965384
448,9.949580,24.936626,6.965384
449,9.949580,24.936626,6.965384
450,9.949580,24.936626,6.965384
451,9.949580,24.936626,6.965384
452,9.949580,24.936626,6.965384
453,9.949580,24.936626,6.965384
454,9.949580,24.936626,6.965384
455,9.949580,24.936626,6.965384
456,9.949580,24.936626,6.965384
457,9.949580,24.936626,6.965384
458,9.949580,24.936626,6.965384
459,9.949580,24.936626,6.965384
460,9.949580,24.936626,6.965384
461,9.949580,24.936626,6.965384
462,9.949580,24.936626,6.965384
463,9.949580,24.936626,6.965384
464,9.949580,24.936626,6.965384
465,9.949580,24.936626,6.965384
466,9.949580,24.936626,6.965384
467,9.949580,24.936626,6.965384
468,9.949580,24.936626,6.965384
469,9.949580,24.936626,6.965384
470,9.949580,24.936626,6.965384
471,9.949580,24.936626,6.965384
472,9.949580,24.936626,6.965384
473,9.949580,24.936626,6.965384
474,9.949580,24.936626,6.965384
475,9.949580,24.936626,6.965384
476,9.949580,24.936626,6.965384
477,9.949580,24.936626,6.965384
478,9.949580,24.936626,6.965384
479,9.949580,24.936626,6.965384
480,9.949580,24.936626,6.965384
481,9.949580,24.936626,6.965384
482,9.949580,24.936626,6.965384
483,9.949580,24.936626,6.965384
484,9.949580,24.936626,6.965384
485,9.949580,24.936626,6.965383
486,9.949580,24.936626,6.965383
487,9.949580,24.936626,6.965383
488,9.949580,24.936626,6.965383
489,9.949580,24.936626,6.965383
490,9.949580,24.936626,6.965383
491,9.949580,24.936626,6.965383
492,9.949580,24.936626,6.965383
493,9.949580,24.936626,6.965383
494,9.949580,24.936626,6.965383
495,9.949580,24.936626,6.965383
496,9.949580,24.936626,6.965383
497,9.949580,24.936626,6.965383
498,9.949580,24.936626,6.965383
499,9.949580,24.936626,6.965383
500,9.949580,24.936626,6.965383
501,9.949580,24.936626,6.965383
502,9.949580,24.936626,6.965383
503,9.949580,24.936626,6.965383
504,9.949580,24.936626,6.965383
505,9.949580,24.936626,6.965383
506,9.949580,24.936626,6.965383
507,9.949580,24.936626,6.965383
508,9.949580,24.936626,6.965383
509,9.949580,24.936626,6.965383
510,9.949580,24.936626,6.965383
511,9.949580,24.936626,6.965383
512,9.949580,24.936626,6.965383
513,9.949580,24.936626,6.965383
514,9.949580,24.936626,6.965383
515,9.949580,24.936626,6.965383
516,9.949580,24.936626,6.965383
517,9.949580,24.936626,6.965383
518,9.949580,24.936626,6.965383
519,9.949580,24.936626,6.965383
520,9.949580,24.936626,6.965383
521,9.949580,24.936626,6.965383
522,9.949580,24.936626,6.965383
523,9.949580,24.936626,6.965383
524,9.949580,24.936626,6.965383
525,9.949580,24.936626,6.965383
526,9.949580,24.936626,6.965383
527,9.949580,24.936626,6.965383
528,9.949580,24.936626,6.965383
529,9.949580,24.936626,6.965383
530,9.949580,24.936626,6.965383
531,9.949580,24.936626,6.965383
532,9.949580,24.936626,6.965383
533,9.949580,24.936626,6.965383
534,9.949580,24.936626,6.965383
535,9.949580,24.936626,6.965383
536,9.949580,24.936626,6.965383
537,9.949580,24.936626,6.965383
538,9.949580,24.936626,6.965383
539,9.949580,24.936626,6.965383
540,9.949580,24.936626,6.965383
541,9.949580,24.936626,6.965383
542,9.949580,24.936626,6.965383
543,9.949580,24.936626,6.965383
544,9.949580,24.936626,6.965383
545,9.949580,24.936626,6.965383
546,9.949580,24.936626,6.965383
547,9.949580,24.936626,6.965383
548,9.949580,24.936626,6.965383
549,9.949580,24.936626,6.965383
550,9.949580,24.936626,6.965383
551,9.949580,24.936626,6.965383
552,9.949580,24.936626,6.965383
553,9.949580,24.936626,6.965383
554,9.949580,24.936626,6.965383
555,9.949580,24.936626,6.965383
556,9.949580,24.936626,6.965383
557,9.949580,24.936626,6.965383
558,9.949580,24.936626,6.965383
559,9.949580,24.936626,6.965383
560,9.949580,24.936626,6.965383
561,9.949580,24.936626,6.965383
562,9.949580,24.936626,6.965383
563,9.949580,24.936626,6.965383
564,9.949580,24.936626,6.965383
565,9.949580,24.936626,6.965383
566,9.949580,24.936626,6.965383
567,9.949580,24.936626,6.965383
568,9.949580,24.936626,6.965383
569,9.949580,24.936626,6.965383
570,9.949580,24.936626,6.965383
571,9.949580,24.936626,6.965383
572,9.949580,24.936626,6.965383
573,9.949580,24.936626,6.965383
574,9.949580,24.936626,6.965383
575,9.949580,24.936626,6.965383
576,9.949580,24.936626,6.965383
577,9.949580,24.936626,6.965383
578,9.949580,24.936626,6.965383
579,9.949580,24.936626,6.965383
580,9.949580,24.936626,6.965383
581,9.949580,24.936626,6.965383
582,9.949580,24.936626,6.965383
583,9.949580,24.936626,6.965383
584,9.949580,24.936626,6.965383
585,9.949580,24.936626,6.965383
586,9.949580,24.936626,6.965383
587,9.949580,24.936626,6.965383
588,9.949580,24.936626,6.965383
589,9.949580,24.936626,6.965383
590,9.949580,24.936626,6.965383
591,9.949580,24.936626,6.965383
592,9.949580,24.936626,6.965383
593,9.949580,24.936626,6.965383
594,9.949580,24.936626,6.965383
595,9.949580,24.936626,6.965383
596,9.949580,24.936626,6.965383
597,9.949580,24.936626,6.965383
598,9.949580,24.936626,6.965383
599,9.949580,24.936626,6.965383
600,9.949580,24.936626,6.965383
601,9.949580,24.936626,6.965383
602,9.949580,24.936626,6.965383
603,9.949580,24.936626,6.965383
604,9.949580,24.936626,6.965383
605,9.949580,24.936626,6.965383
606,9.949580,24.936626,6.965383
607,9.949580,24.936626,6.965383
608,9.949580,24.936626,6.965383
609,9.949580,24.936626,6.965383
610,9.949580,24.936626,6.965383
611,9.949580,24.936626,6.965383
612,9.949580,24.936626,6.965383
613,9.949580,24.936626,6.965383
614,9.949580,24.936626,6.965383
615,9.949580,24.936626,6.965383
616,9.949580,24.936626,6.965383
617,9.949580,24.936626,6.965383
618,9.949580,24.936626,6.965383
619,9.949580,24.936626,6.965383
620,9.949580,24.936626,6.965383
621,9.949580,24.936626,6.965383
622,9.949580,24.936626,6.965383
623,9.949580,24.936626,6.965383
624,9.949580,24.936626,6.965383
625,9.949580,24.936626,6.965383
626,9.949580,24.936626,6.965383
627,9.949580,24.936626,6.965383
628,9.949580,24.936626,6.965383
629,9.949580,24.936626,6.965383
630,9.949580,24.936626,6.965383
631,9.949580,24.936626,6.965383
632,9.949580,24.936626,6.965383
633,9.949580,24.936626,6.965383
634,9.949580,24.936626,6.965383
635,9.949580,24.936626,6.965383
636,9.949580,24.936626,6.965383
637,9.949580,24.936626,6.965383
638,9.949580,24.936626,6.965383
639,9.949580,24.936626,6.965383
640,9.949580,24.936626,6.965383
641,9.949580,24.936626,6.965383
642,9.949580,24.936626,6.965383
643,9.949580,24.936626,6.965383
644,9.949580,24.936626,6.965383
645,9.949580,24.936626,6.965383
646,9.949580,24.936626,6.965383
647,9.949580,24.936626,6.965383
648,9.949580,24.936626,6.965383
649,9.949580,24.936626,6.965383
650,9.949580,24.936626,6.965383
651,9.949580,24.936626,6.965383
652,9.949580,24.936626,6.965383
653,9.949580,24.936626,6.965383
654,9.949580,24.936626,6.965383
655,9.949580,24.936626,6.965383
656,9.949580,24.834696,6.965383
657,9.949580,24.834696,6.965383
658,9.949580,24.834696,6.965383
659,9.949580,24.834696,6.965383
660,9.949580,24.834696,6.965383
661,9.949580,24.834696,6.965383
662,9.949580,24.834696,6.965383
663,9.949580,24.834696,6.965383
664,9.949580,24.834696,6.965383
665,9.949580,24.834696,6.965383
666,9.949580,24.834696,6.965383
667,9.949580,24.834696,6.965383
668,9.949580,24.834696,6.965383
669,9.949580,24.834696,6.965383
670,9.949580,24.834696,6.965383
671,9.949580,24.834696,6.965383
672,9.949580,24.834696,6.965383
673,9.949580,24.834696,6.965383
674,9.949580,24.834696,6.965383
675,9.949580,24.834696,6.965383
676,9.949580,24.834696,6.965383
677,9.949580,24.834696,6.965383
678,9.949580,24.834696,6.965383
679,9.949580,24.834696,6.965383
680,9.949580,24.834696,6.965383
681,9.949580,24.834696,6.965383
682,9.949580,24.834696,6.965383
683,9.949580,24.834696,6.965383
684,9.949580,24.753564,6.965383
685,9.949580,24.753564,6.965383
686,9.949580,24.753564,6.965383
687,9.949580,24.753564,6.965383
688,9.949580,24.753564,6.965383
689,9.949580,24.753564,6.965383
690,9.949580,24.753564,6.965383
691,9.949580,24.753564,6.965383
692,9.949580,24.753564,6.965383
693,9.949580,24.753564,6.965383
694,9.949580,24.753564,6.965383
695,9.949580,24.753564,6.965383
696,9.949580,24.753564,6.965383
697,9.949580,24.753564,6.965383
698,9.949580,24.753564,6.965383
699,9.949580,24.753564,6.965383
700,9.949580,24.669931,6.965383
701,9.949580,24.669931,6.965383
702,9.949580,24.669931,6.965383
703,9.949580,24.669931,6.965383
704,9.949580,24.669931,6.965383
705,9.949580,24.669931,6.965383
706,9.949580,24.669931,6.965383
707,9.949580,24.669931,6.965383
708,9.949580,24.669931,6.965383
709,9.949580,24.669931,6.965383
710,9.949580,24.669931,6.965383
711,9.949580,24.669931,6.965383
712,9.949580,24.669931,6.965383
713,9.949580,24.669931,6.965383
714,9.949580,24.669931,6.965383
715,9.949580,24.669931,6.965383
716,9.949580,24.669931,6.965383
717,9.949580,24.669931,6.965383
718,9.949580,24.669931,6.965383
719,9.949580,24.669931,6.965383
720,9.949580,24.669931,6.965383
721,9.949580,24.669931,6.965383
722,9.949580,24.669931,6.965383
723,9.949580,24.657027,6.965383
724,9.949580,24.645765,6.965383
725,9.949580,24.637049,6.965383
726,9.949580,24.630309,6.965383
727,9.949580,24.625101,6.965383
728,9.949580,24.621080,6.965383
729,9.949580,24.617979,6.965383
730,9.949580,24.615590,6.965383
731,9.949580,24.613753,6.965383
732,9.949580,24.612342,6.965383
733,9.949580,24.611260,6.965383
734,9.949580,24.610432,6.965383
735,9.949580,24.609801,6.965383
736,9.949580,24.609320,6.965383
737,9.949580,24.608956,6.965383
738,9.949580,24.608680,6.965383
739,9.949580,24.608474,6.965383
740,9.949580,24.608319,6.965383
741,9.949580,24.608204,6.965383
742,9.949580,24.608120,6.965383
743,9.949580,24.608059,6.965383
744,9.949580,24.608015,6.965383
745,9.949580,24.607984,6.965383
746,9.949580,24.607963,6.965383
747,9.949580,24.607949,6.965383
748,9.949580,24.607941,6.965383
749,9.949580,24.607936,6.965383
750,9.949580,24.607934,6.965383
751,9.949580,24.607934,6.965383
752,9.949580,24.607934,6.965383
753,9.949580,24.607889,6.965383
754,9.949580,24.607630,6.965383
755,9.949580,24.607404,6.965383
756,9.949580,24.607206,6.965383
757,9.949580,24.607032,6.965383
758,9.949580,24.606880,6.965383
759,9.949580,24.606746,6.965383
760,9.949580,24.606629,6.965383
761,9.949580,24.606526,6.965383
762,9.949580,24.606436,6.965383
763,9.949580,24.606357,6.965383
764,9.949580,24.606287,6.965383
765,9.949580,24.606226,6.965383
766,9.949580,24.606172,6.965383
767,9.949580,24.606124,6.965383
768,9.949580,24.606083,6.965383
769,9.949580,24.606046,6.965383
770,9.949580,24.606014,6.965383
771,9.949580,24.605985,6.965383
772,9.949580,24.605960,6.965383
773,9.949580,24.605938,6.965383
774,9.949580,24.605919,6.965383
775,9.949580,24.605902,6.965383
776,9.949580,24.605887,6.965383
777,9.949580,24.605874,6.965383
778,9.949580,24.605862,6.965383
779,9.949580,24.605852,6.965383
780,9.949580,24.605843,6.965383
781,9.949580,24.605835,6.965383
782,9.949580,24.605828,6.965383
783,9.949580,24.605822,6.965383
784,9.949580,24.605817,6.965383
785,9.949580,24.605812,6.965383
786,9.949580,24.605808,6.965383
787,9.949580,24.605804,6.965383
788,9.949580,24.605801,6.965383
789,9.949580,24.605798,6.965383
790,9.949580,24.605795,6.965383
791,9.949580,24.605793,6.965383
792,9.949580,24.605791,6.965383
793,9.949580,24.605790,6.965383
794,9.949580,24.605788,6.965383
795,9.949580,24.605787,6.965383
796,9.949580,24.605786,6.965383
797,9.949580,24.605785,6.965383
798,9.949580,24.605784,6.965383
799,9.949580,24.605783,6.965383
800,9.949580,24.605782,6.965383
801,9.949580,24.605781,6.965383
802,9.949580,24.605781,6.965383
803,9.949580,24.605780,6.965383
804,9.949580,24.605780,6.965383
805,9.949580,24.605780,6.965383
806,9.949580,24.605779,6.965383
807,9.949580,24.605779,6.965383
808,9.949580,24.605779,6.965383
809,9.949580,24.605779,6.965383
810,9.949580,24.605778,6.965383
811,9.949580,24.605778,6.965383
812,9.949580,24.605778,6.965383
813,9.949580,24.605778,6.965383
814,9.949580,24.605778,6.965383
815,9.949580,24.605778,6.965383
816,9.949580,24.605778,6.965383
817,9.949580,24.605778,6.965383
818,9.949580,24.605777,6.965383
819,9.949580,24.605777,6.965383
