iteration,w_const_0.7,w_linear,w_nonlinear
5976,9.949580,0.994959,6.965383
5977,9.949580,0.994959,6.965383
5978,9.949580,0.994959,6.965383
5979,9.949580,0.994959,6.965383
5980,9.949580,0.994959,6.965383
5981,9.949580,0.994959,6.965383
5982,9.949580,0.994959,6.965383
5983,9.949580,0.994959,6.965383
5984,9.949580,0.994959,6.965383
5985,9.949580,0.994959,6.965383
5986,9.949580,0.994959,6.965383
5987,9.949580,0.994959,6.965383
5988,9.949580,0.994959,6.965383
5989,9.949580,0.994959,6.965383
5990,9.949580,0.994959,6.965383
5991,9.949580,0.994959,6.965383
5992,9.949580,0.994959,6.965383
5993,9.949580,0.994959,6.965383
5994,9.949580,0.994959,6.965383
5995,9.949580,0.994959,6.965383
5996,9.949580,0.994959,6.965383
5997,9.949580,0.994959,6.965383
5998,9.949580,0.994959,6.965383
5999,9.949580,0.994959,6.965383
6000,9.949580,0.994959,6.965383
6001,9.949580,0.994959,6.965383
6002,9.949580,0.994959,6.965383
6003,9.949580,0.994959,6.965383
6004,9.949580,0.994959,6.965383
6005,9.949580,0.994959,6.965383
6006,9.949580,0.994959,6.965383
6007,9.949580,0.994959,6.965383
6008,9.949580,0.994959,6.965383
6009,9.949580,0.994959,6.965383
6010,9.949580,0.994959,6.965383
6011,9.949580,0.994959,6.965383
6012,9.949580,0.994959,6.965383
6013,9.949580,0.994959,6.965383
6014,9.949580,0.994959,6.965383
6015,9.949580,0.994959,6.965383
6016,9.949580,0.994959,6.965383
6017,9.949580,0.994959,6.965383
6018,9.949580,0.994959,6.965383
6019,9.949580,0.994959,6.965383
6020,9.949580,0.994959,6.965383
6021,9.949580,0.994959,6.965383
6022,9.949580,0.994959,6.965383
6023,9.949580,0.994959,6.965383
6024,9.949580,0.994959,6.965383
6025,9.949580,0.994959,6.965383
6026,9.949580,0.994959,6.965383
6027,9.949580,0.994959,6.965383
6028,9.949580,0.994959,6.965383
6029,9.949580,0.994959,6.965383
6030,9.949580,0.994959,6.965383
6031,9.949580,0.994959,6.965383
6032,9.949580,0.994959,6.965383
6033,9.949580,0.994959,6.965383
6034,9.949580,0.994959,6.965383
6035,9.949580,0.994959,6.965383
6036,9.949580,0.994959,6.965383
6037,9.949580,0.994959,6.965383
6038,9.949580,0.994959,6.965383
6039,9.949580,0.994959,6.965383
6040,9.949580,0.994959,6.965383
6041,9.949580,0.994959,6.965383
6042,9.949580,0.994959,6.965383
6043,9.949580,0.994959,6.965383
6044,9.949580,0.994959,6.965383
6045,9.949580,0.994959,6.965383
6046,9.949580,0.994959,6.965383
6047,9.949580,0.994959,6.965383
6048,9.949580,0.994959,6.965383
6049,9.949580,0.994959,6.965383
6050,9.949580,0.994959,6.965383
6051,9.949580,0.994959,6.965383
6052,9.949580,0.994959,6.965383
6053,9.949580,0.994959,6.965383
6054,9.949580,0.994959,6.965383
6055,9.949580,0.994959,6.965383
6056,9.949580,0.994959,6.965383
6057,9.949580,0.994959,6.965383
6058,9.949580,0.994959,6.965383
6059,9.949580,0.994959,6.965383
6060,9.949580,0.994959,6.965383
6061,9.949580,0.994959,6.965383
6062,9.949580,0.994959,6.965383
6063,9.949580,0.994959,6.965383
6064,9.949580,0.994959,6.965383
6065,9.949580,0.994959,6.965383
6066,9.949580,0.994959,6.965383
6067,9.949580,0.994959,6.965383
6068,9.949580,0.994959,6.965383
6069,9.949580,0.994959,6.965383
6070,9.949580,0.994959,6.965383
6071,9.949580,0.994959,6.965383
6072,9.949580,0.994959,6.965383
6073,9.949580,0.994959,6.965383
6074,9.949580,0.994959,6.965383
6075,9.949580,0.994959,6.965383
6076,9.949580,0.994959,6.965383
6077,9.949580,0.994959,6.965383
6078,9.949580,0.994959,6.965383
6079,9.949580,0.994959,6.965383
6080,9.949580,0.994959,6.965383
6081,9.949580,0.994959,6.965383
6082,9.949580,0.994959,6.965383
6083,9.949580,0.994959,6.965383
6084,9.949580,0.994959,6.965383
6085,9.949580,0.994959,6.965383
6086,9.949580,0.994959,6.965383
6087,9.949580,0.994959,6.965383
6088,9.949580,0.994959,6.965383
6089,9.949580,0.994959,6.965383
6090,9.949580,0.994959,6.965383
6091,9.949580,0.994959,6.965383
6092,9.949580,0.994959,6.965383
6093,9.949580,0.994959,6.965383
6094,9.949580,0.994959,6.965383
6095,9.949580,0.994959,6.965383
6096,9.949580,0.994959,6.965383
6097,9.949580,0.994959,6.965383
6098,9.949580,0.994959,6.965383
6099,9.949580,0.994959,6.965383
6100,9.949580,0.994959,6.965383
6101,9.949580,0.994959,6.965383
6102,9.949580,0.994959,6.965383
6103,9.949580,0.994959,6.965383
6104,9.949580,0.994959,6.965383
6105,9.949580,0.994959,6.965383
6106,9.949580,0.994959,6.965383
6107,9.949580,0.994959,6.965383
6108,9.949580,0.994959,6.965383
6109,9.949580,0.994959,6.965383
6110,9.949580,0.994959,6.965383
6111,9.949580,0.994959,6.965383
6112,9.949580,0.994959,6.965383
6113,9.949580,0.994959,6.965383
6114,9.949580,0.994959,6.965383
6115,9.949580,0.994959,6.965383
6116,9.949580,0.994959,6.965383
6117,9.949580,0.994959,6.965383
6118,9.949580,0.994959,6.965383
6119,9.949580,0.994959,6.965383
6120,9.949580,0.994959,6.965383
6121,9.949580,0.994959,6.965383
6122,9.949580,0.994959,6.965383
6123,9.949580,0.994959,6.965383
6124,9.949580,0.994959,6.965383
6125,9.949580,0.994959,6.965383
6126,9.949580,0.994959,6.965383
6127,9.949580,0.994959,6.965383
6128,9.949580,0.994959,6.965383
6129,9.949580,0.994959,6.965383
6130,9.949580,0.994959,6.965383
6131,9.949580,0.994959,6.965383
6132,9.949580,0.994959,6.965383
6133,9.949580,0.994959,6.965383
6134,9.949580,0.994959,6.965383
6135,9.949580,0.994959,6.965383
6136,9.949580,0.994959,6.965383
6137,9.949580,0.994959,6.965383
6138,9.949580,0.994959,6.965383
6139,9.949580,0.994959,6.965383
6140,9.949580,0.994959,6.965383
6141,9.949580,0.994959,6.965383
6142,9.949580,0.994959,6.965383
6143,9.949580,0.994959,6.965383
6144,9.949580,0.994959,6.965383
6145,9.949580,0.994959,6.965383
6146,9.949580,0.994959,6.965383
6147,9.949580,0.994959,6.965383
6148,9.949580,0.994959,6.965383
6149,9.949580,0.994959,6.965383
6150,9.949580,0.994959,6.965383
6151,9.949580,0.994959,6.965383
6152,9.949580,0.994959,6.965383
6153,9.949580,0.994959,6.965383
6154,9.949580,0.994959,6.965383
6155,9.949580,0.994959,6.965383
6156,9.949580,0.994959,6.965383
6157,9.949580,0.994959,6.965383
6158,9.949580,0.994959,6.965383
6159,9.949580,0.994959,6.965383
6160,9.949580,0.994959,6.965383
6161,9.949580,0.994959,6.965383
6162,9.949580,0.994959,6.965383
6163,9.949580,0.994959,6.965383
6164,9.949580,0.994959,6.965383
6165,9.949580,0.994959,6.965383
6166,9.949580,0.994959,6.965383
6167,9.949580,0.994959,6.965383
6168,9.949580,0.994959,6.965383
6169,9.949580,0.994959,6.965383
6170,9.949580,0.994959,6.965383
6171,9.949580,0.994959,6.965383
6172,9.949580,0.994959,6.965383
6173,9.949580,0.994959,6.965383
6174,9.949580,0.994959,6.965383
6175,9.949580,0.994959,6.965383
6176,9.949580,0.994959,6.965383
6177,9.949580,0.994959,6.965383
6178,9.949580,0.994959,6.965383
6179,9.949580,0.994959,6.965383
6180,9.949580,0.994959,6.965383
6181,9.949580,0.994959,6.965383
6182,9.949580,0.994959,6.965383
6183,9.949580,0.994959,6.965383
6184,9.949580,0.994959,6.965383
6185,9.949580,0.994959,6.965383
6186,9.949580,0.994959,6.965383
6187,9.949580,0.994959,6.965383
6188,9.949580,0.994959,6.965383
6189,9.949580,0.994959,6.965383
6190,9.949580,0.994959,6.965383
6191,9.949580,0.994959,6.965383
6192,9.949580,0.994959,6.965383
6193,9.949580,0.994959,6.965383
6194,9.949580,0.994959,6.965383
6195,9.949580,0.994959,6.965383
6196,9.949580,0.994959,6.965383
6197,9.949580,0.994959,6.965383
6198,9.949580,0.994959,6.965383
6199,9.949580,0.994959,6.965383
6200,9.949580,0.994959,6.965383
6201,9.949580,0.994959,6.965383
6202,9.949580,0.994959,6.965383
6203,9.949580,0.994959,6.965383
6204,9.949580,0.994959,6.965383
6205,9.949580,0.994959,6.965383
6206,9.949580,0.994959,6.965383
6207,9.949580,0.994959,6.965383
6208,9.949580,0.994959,6.965383
6209,9.949580,0.994959,6.965383
6210,9.949580,0.994959,6.965383
6211,9.949580,0.994959,6.965383
6212,9.949580,0.994959,6.965383
6213,9.949580,0.994959,6.965383
6214,9.949580,0.994959,6.965383
6215,9.949580,0.994959,6.965383
6216,9.949580,0.994959,6.965383
6217,9.949580,0.994959,6.965383
6218,9.949580,0.994959,6.965383
6219,9.949580,0.994959,6.965383
6220,9.949580,0.994959,6.965383
6221,9.949580,0.994959,6.965383
6222,9.949580,0.994959,6.965383
6223,9.949580,0.994959,6.965383
6224,9.949580,0.994959,6.965383
6225,9.949580,0.994959,6.965383
6226,9.949580,0.994959,6.965383
6227,9.949580,0.994959,6.965383
6228,9.949580,0.994959,6.965383
6229,9.949580,0.994959,6.965383
6230,9.949580,0.994959,6.965383
6231,9.949580,0.994959,6.965383
6232,9.949580,0.994959,6.965383
6233,9.949580,0.994959,6.965383
6234,9.949580,0.994959,6.965383
6235,9.949580,0.994959,6.965383
6236,9.949580,0.994959,6.965383
6237,9.949580,0.994959,6.965383
6238,9.949580,0.994959,6.965383
6239,9.949580,0.994959,6.965383
6240,9.949580,0.994959,6.965383
6241,9.949580,0.994959,6.965383
6242,9.949580,0.994959,6.965383
6243,9.949580,0.994959,6.965383
6244,9.949580,0.994959,6.965383
6245,9.949580,0.994959,6.965383
6246,9.949580,0.994959,6.965383
6247,9.949580,0.994959,6.965383
6248,9.949580,0.994959,6.965383
6249,9.949580,0.994959,6.965383
6250,9.949580,0.994959,6.965383
6251,9.949580,0.994959,6.965383
6252,9.949580,0.994959,6.965383
6253,9.949580,0.994959,6.965383
6254,9.949580,0.994959,6.965383
6255,9.949580,0.994959,6.965383
6256,9.949580,0.994959,6.965383
6257,9.949580,0.994959,6.965383
6258,9.949580,0.994959,6.965383
6259,9.949580,0.994959,6.965383
6260,9.949580,0.994959,6.965383
6261,9.949580,0.994959,6.965383
6262,9.949580,0.994959,6.965383
6263,9.949580,0.994959,6.965383
6264,9.949580,0.994959,6.965383
6265,9.949580,0.994959,6.965383
6266,9.949580,0.994959,6.965383
6267,9.949580,0.994959,6.965383
6268,9.949580,0.994959,6.965383
6269,9.949580,0.994959,6.965383
6270,9.949580,0.994959,6.965383
6271,9.949580,0.994959,6.965383
6272,9.949580,0.994959,6.965383
6273,9.949580,0.994959,6.965383
6274,9.949580,0.994959,6.965383
6275,9.949580,0.994959,6.965383
6276,9.949580,0.994959,6.965383
6277,9.949580,0.994959,6.965383
6278,9.949580,0.994959,6.965383
6279,9.949580,0.994959,6.965383
6280,9.949580,0.994959,6.965383
6281,9.949580,0.994959,6.965383
6282,9.949580,0.994959,6.965383
6283,9.949580,0.994959,6.965383
6284,9.949580,0.994959,6.965383
6285,9.949580,0.994959,6.965383
6286,9.949580,0.994959,6.965383
6287,9.949580,0.994959,6.965383
6288,9.949580,0.994959,6.965383
6289,9.949580,0.994959,6.965383
6290,9.949580,0.994959,6.965383
6291,9.949580,0.994959,6.965383
6292,9.949580,0.994959,6.965383
6293,9.949580,0.994959,6.965383
6294,9.949580,0.994959,6.965383
6295,9.949580,0.994959,6.965383
6296,9.949580,0.994959,6.965383
6297,9.949580,0.994959,6.965383
6298,9.949580,0.994959,6.965383
6299,9.949580,0.994959,6.965383
6300,9.949580,0.994959,6.965383
6301,9.949580,0.994959,6.965383
6302,9.949580,0.994959,6.965383
6303,9.949580,0.994959,6.965383
6304,9.949580,0.994959,6.965383
6305,9.949580,0.994959,6.965383
6306,9.949580,0.994959,6.965383
6307,9.949580,0.994959,6.965383
6308,9.949580,0.994959,6.965383
6309,9.949580,0.994959,6.965383
6310,9.949580,0.994959,6.965383
6311,9.949580,0.994959,6.965383
6312,9.949580,0.994959,6.965383
6313,9.949580,0.994959,6.965383
6314,9.949580,0.994959,6.965383
6315,9.949580,0.994959,6.965383
6316,9.949580,0.994959,6.965383
6317,9.949580,0.994959,6.965383
6318,9.949580,0.994959,6.965383
6319,9.949580,0.994959,6.965383
6320,9.949580,0.994959,6.965383
6321,9.949580,0.994959,6.965383
6322,9.949580,0.994959,6.965383
6323,9.949580,0.994959,6.965383
6324,9.949580,0.994959,6.965383
6325,9.949580,0.994959,6.965383
6326,9.949580,0.994959,6.965383
6327,9.949580,0.994959,6.965383
6328,9.949580,0.994959,6.965383
6329,9.949580,0.994959,6.965383
6330,9.949580,0.994959,6.965383
6331,9.949580,0.994959,6.965383
6332,9.949580,0.994959,6.965383
6333,9.949580,0.994959,6.965383
6334,9.949580,0.994959,6.965383
6335,9.949580,0.994959,6.965383
6336,9.949580,0.994959,6.965383
6337,9.949580,0.994959,6.965383
6338,9.949580,0.994959,6.965383
6339,9.949580,0.994959,6.965383
6340,9.949580,0.994959,6.965383
6341,9.949580,0.994959,6.965383
6342,9.949580,0.994959,6.965383
6343,9.949580,0.994959,6.965383
6344,9.949580,0.994959,6.965383
6345,9.949580,0.994959,6.965383
6346,9.949580,0.994959,6.965383
6347,9.949580,0.994959,6.965383
6348,9.949580,0.994959,6.965383
6349,9.949580,0.994959,6.965383
6350,9.949580,0.994959,6.965383
6351,9.949580,0.994959,6.965383
6352,9.949580,0.994959,6.965383
6353,9.949580,0.994959,6.965383
6354,9.949580,0.994959,6.965383
6355,9.949580,0.994959,6.965383
6356,9.949580,0.994959,6.965383
6357,9.949580,0.994959,6.965383
6358,9.949580,0.994959,6.965383
6359,9.949580,0.994959,6.965383
6360,9.949580,0.994959,6.965383
6361,9.949580,0.994959,6.965383
6362,9.949580,0.994959,6.965383
6363,9.949580,0.994959,6.965383
6364,9.949580,0.994959,6.965383
6365,9.949580,0.994959,6.965383
6366,9.949580,0.994959,6.965383
6367,9.949580,0.994959,6.965383
6368,9.949580,0.994959,6.965383
6369,9.949580,0.994959,6.965383
6370,9.949580,0.994959,6.965383
6371,9.949580,0.994959,6.965383
6372,9.949580,0.994959,6.965383
6373,9.949580,0.994959,6.965383
6374,9.949580,0.994959,6.965383
6375,9.949580,0.994959,6.965383
6376,9.949580,0.994959,6.965383
6377,9.949580,0.994959,6.965383
6378,9.949580,0.994959,6.965383
6379,9.949580,0.994959,6.965383
6380,9.949580,0.994959,6.965383
6381,9.949580,0.994959,6.965383
6382,9.949580,0.994959,6.965383
6383,9.949580,0.994959,6.965383
6384,9.949580,0.994959,6.965383
6385,9.949580,0.994959,6.965383
6386,9.949580,0.994959,6.965383
6387,9.949580,0.994959,6.965383
6388,9.949580,0.994959,6.965383
6389,9.949580,0.994959,6.965383
6390,9.949580,0.994959,6.965383
6391,9.949580,0.994959,6.965383
6392,9.949580,0.994959,6.965383
6393,9.949580,0.994959,6.965383
6394,9.949580,0.994959,6.965383
6395,9.949580,0.994959,6.965383
6396,9.949580,0.994959,6.965383
6397,9.949580,0.994959,6.965383
6398,9.949580,0.994959,6.965383
6399,9.949580,0.994959,6.965383
6400,9.949580,0.994959,6.965383
6401,9.949580,0.994959,6.965383
6402,9.949580,0.994959,6.965383
6403,9.949580,0.994959,6.965383
6404,9.949580,0.994959,6.965383
6405,9.949580,0.994959,6.965383
6406,9.949580,0.994959,6.965383
6407,9.949580,0.994959,6.965383
6408,9.949580,0.994959,6.965383
6409,9.949580,0.994959,6.965383
6410,9.949580,0.994959,6.965383
6411,9.949580,0.994959,6.965383
6412,9.949580,0.994959,6.965383
6413,9.949580,0.994959,6.965383
6414,9.949580,0.994959,6.965383
6415,9.949580,0.994959,6.965383
6416,9.949580,0.994959,6.965383
6417,9.949580,0.994959,6.965383
6418,9.949580,0.994959,6.965383
6419,9.949580,0.994959,6.965383
6420,9.949580,0.994959,6.965383
6421,9.949580,0.994959,6.965383
6422,9.949580,0.994959,6.965383
6423,9.949580,0.994959,6.965383
6424,9.949580,0.994959,6.965383
6425,9.949580,0.994959,6.965383
6426,9.949580,0.994959,6.965383
6427,9.949580,0.994959,6.965383
6428,9.949580,0.994959,6.965383
6429,9.949580,0.994959,6.965383
6430,9.949580,0.994959,6.965383
6431,9.949580,0.994959,6.965383
6432,9.949580,0.994959,6.965383
6433,9.949580,0.994959,6.965383
6434,9.949580,0.994959,6.965383
6435,9.949580,0.994959,6.965383
6436,9.949580,0.994959,6.965383
6437,9.949580,0.994959,6.965383
6438,9.949580,0.994959,6.965383
6439,9.949580,0.994959,6.965383
6440,9.949580,0.994959,6.965383
6441,9.949580,0.994959,6.965383
6442,9.949580,0.994959,6.965383
6443,9.949580,0.994959,6.965383
6444,9.949580,0.994959,6.965383
6445,9.949580,0.994959,6.965383
6446,9.949580,0.994959,6.965383
6447,9.949580,0.994959,6.965383
6448,9.949580,0.994959,6.965383
6449,9.949580,0.994959,6.965383
6450,9.949580,0.994959,6.965383
6451,9.949580,0.994959,6.965383
6452,9.949580,0.994959,6.965383
6453,9.949580,0.994959,6.965383
6454,9.949580,0.994959,6.965383
6455,9.949580,0.994959,6.965383
6456,9.949580,0.994959,6.965383
6457,9.949580,0.994959,6.965383
6458,9.949580,0.994959,6.965383
6459,9.949580,0.994959,6.965383
6460,9.949580,0.994959,6.965383
6461,9.949580,0.994959,6.965383
6462,9.949580,0.994959,6.965383
6463,9.949580,0.994959,6.965383
6464,9.949580,0.994959,6.965383
6465,9.949580,0.994959,6.965383
6466,9.949580,0.994959,6.965383
6467,9.949580,0.994959,6.965383
6468,9.949580,0.994959,6.965383
6469,9.949580,0.994959,6.965383
6470,9.949580,0.994959,6.965383
6471,9.949580,0.994959,6.965383
6472,9.949580,0.994959,6.965383
6473,9.949580,0.994959,6.965383
6474,9.949580,0.994959,6.965383
6475,9.949580,0.994959,6.965383
6476,9.949580,0.994959,6.965383
6477,9.949580,0.994959,6.965383
6478,9.949580,0.994959,6.965383
6479,9.949580,0.994959,6.965383
6480,9.949580,0.994959,6.965383
6481,9.949580,0.994959,6.965383
6482,9.949580,0.994959,6.965383
6483,9.949580,0.994959,6.965383
6484,9.949580,0.994959,6.965383
6485,9.949580,0.994959,6.965383
6486,9.949580,0.994959,6.965383
6487,9.949580,0.994959,6.965383
6488,9.949580,0.994959,6.965383
6489,9.949580,0.994959,6.965383
6490,9.949580,0.994959,6.965383
6491,9.949580,0.994959,6.965383
6492,9.949580,0.994959,6.965383
6493,9.949580,0.994959,6.965383
6494,9.949580,0.994959,6.965383
6495,9.949580,0.994959,6.965383
6496,9.949580,0.994959,6.965383
6497,9.949580,0.994959,6.965383
6498,9.949580,0.994959,6.965383
6499,9.949580,0.994959,6.965383
6500,9.949580,0.994959,6.965383
6501,9.949580,0.994959,6.965383
6502,9.949580,0.994959,6.965383
6503,9.949580,0.994959,6.965383
6504,9.949580,0.994959,6.965383
6505,9.949580,0.994959,6.965383
6506,9.949580,0.994959,6.965383
6507,9.949580,0.994959,6.965383
6508,9.949580,0.994959,6.965383
6509,9.949580,0.994959,6.965383
6510,9.949580,0.994959,6.965383
6511,9.949580,0.994959,6.965383
6512,9.949580,0.994959,6.965383
6513,9.949580,0.994959,6.965383
6514,9.949580,0.994959,6.965383
6515,9.949580,0.994959,6.965383
6516,9.949580,0.994959,6.965383
6517,9.949580,0.994959,6.965383
6518,9.949580,0.994959,6.965383
6519,9.949580,0.994959,6.965383
6520,9.949580,0.994959,6.965383
6521,9.949580,0.994959,6.965383
6522,9.949580,0.994959,6.965383
6523,9.949580,0.994959,6.965383
6524,9.949580,0.994959,6.965383
6525,9.949580,0.994959,6.965383
6526,9.949580,0.994959,6.965383
6527,9.949580,0.994959,6.965383
6528,9.949580,0.994959,6.965383
6529,9.949580,0.994959,6.965383
6530,9.949580,0.994959,6.965383
6531,9.949580,0.994959,6.965383
6532,9.949580,0.994959,6.965383
6533,9.949580,0.994959,6.965383
6534,9.949580,0.994959,6.965383
6535,9.949580,0.994959,6.965383
6536,9.949580,0.994959,6.965383
6537,9.949580,0.994959,6.965383
6538,9.949580,0.994959,6.965383
6539,9.949580,0.994959,6.965383
6540,9.949580,0.994959,6.965383
6541,9.949580,0.994959,6.965383
6542,9.949580,0.994959,6.965383
6543,9.949580,0.994959,6.965383
6544,9.949580,0.994959,6.965383
6545,9.949580,0.994959,6.965383
6546,9.949580,0.994959,6.965383
6547,9.949580,0.994959,6.965383
6548,9.949580,0.994959,6.965383
6549,9.949580,0.994959,6.965383
6550,9.949580,0.994959,6.965383
6551,9.949580,0.994959,6.965383
6552,9.949580,0.994959,6.965383
6553,9.949580,0.994959,6.965383
6554,9.949580,0.994959,6.965383
6555,9.949580,0.994959,6.965383
6556,9.949580,0.994959,6.965383
6557,9.949580,0.994959,6.965383
6558,9.949580,0.994959,6.965383
6559,9.949580,0.994959,6.965383
6560,9.949580,0.994959,6.965383
6561,9.949580,0.994959,6.965383
6562,9.949580,0.994959,6.965383
6563,9.949580,0.994959,6.965383
6564,9.949580,0.994959,6.965383
6565,9.949580,0.994959,6.965383
6566,9.949580,0.994959,6.965383
6567,9.949580,0.994959,6.965383
6568,9.949580,0.994959,6.965383
6569,9.949580,0.994959,6.965383
6570,9.949580,0.994959,6.965383
6571,9.949580,0.994959,6.965383
6572,9.949580,0.994959,6.965383
6573,9.949580,0.994959,6.965383
6574,9.949580,0.994959,6.965383
6575,9.949580,0.994959,6.965383
6576,9.949580,0.994959,6.965383
6577,9.949580,0.994959,6.965383
6578,9.949580,0.994959,6.965383
6579,9.949580,0.994959,6.965383
6580,9.949580,0.994959,6.965383
6581,9.949580,0.994959,6.965383
6582,9.949580,0.994959,6.965383
6583,9.949580,0.994959,6.965383
6584,9.949580,0.994959,6.965383
6585,9.949580,0.994959,6.965383
6586,9.949580,0.994959,6.965383
6587,9.949580,0.994959,6.965383
6588,9.949580,0.994959,6.965383
6589,9.949580,0.994959,6.965383
6590,9.949580,0.994959,6.965383
6591,9.949580,0.994959,6.965383
6592,9.949580,0.994959,6.965383
6593,9.949580,0.994959,6.965383
6594,9.949580,0.994959,6.965383
6595,9.949580,0.994959,6.965383
6596,9.949580,0.994959,6.965383
6597,9.949580,0.994959,6.965383
6598,9.949580,0.994959,6.965383
6599,9.949580,0.994959,6.965383
6600,9.949580,0.994959,6.965383
6601,9.949580,0.994959,6.965383
6602,9.949580,0.994959,6.965383
6603,9.949580,0.994959,6.965383
6604,9.949580,0.994959,6.965383
6605,9.949580,0.994959,6.965383
6606,9.949580,0.994959,6.965383
6607,9.949580,0.994959,6.965383
6608,9.949580,0.994959,6.965383
6609,9.949580,0.994959,6.965383
6610,9.949580,0.994959,6.965383
6611,9.949580,0.994959,6.965383
6612,9.949580,0.994959,6.965383
6613,9.949580,0.994959,6.965383
6614,9.949580,0.994959,6.965383
6615,9.949580,0.994959,6.965383
6616,9.949580,0.994959,6.965383
6617,9.949580,0.994959,6.965383
6618,9.949580,0.994959,6.965383
6619,9.949580,0.994959,6.965383
6620,9.949580,0.994959,6.965383
6621,9.949580,0.994959,6.965383
6622,9.949580,0.994959,6.965383
6623,9.949580,0.994959,6.965383
6624,9.949580,0.994959,6.965383
6625,9.949580,0.994959,6.965383
6626,9.949580,0.994959,6.965383
6627,9.949580,0.994959,6.965383
6628,9.949580,0.994959,6.965383
6629,9.949580,0.994959,6.965383
6630,9.949580,0.994959,6.965383
6631,9.949580,0.994959,6.965383
6632,9.949580,0.994959,6.965383
6633,9.949580,0.994959,6.965383
6634,9.949580,0.994959,6.965383
6635,9.949580,0.994959,6.965383
6636,9.949580,0.994959,6.965383
6637,9.949580,0.994959,6.965383
6638,9.949580,0.994959,6.965383
6639,9.949580,0.994959,6.965383
6640,9.949580,0.994959,6.965383
6641,9.949580,0.994959,6.965383
6642,9.949580,0.994959,6.965383
6643,9.949580,0.994959,6.965383
6644,9.949580,0.994959,6.965383
6645,9.949580,0.994959,6.965383
6646,9.949580,0.994959,6.965383
6647,9.949580,0.994959,6.965383
6648,9.949580,0.994959,6.965383
6649,9.949580,0.994959,6.965383
6650,9.949580,0.994959,6.965383
6651,9.949580,0.994959,6.965383
6652,9.949580,0.994959,6.965383
6653,9.949580,0.994959,6.965383
6654,9.949580,0.994959,6.965383
6655,9.949580,0.994959,6.965383
6656,9.949580,0.994959,6.965383
6657,9.949580,0.994959,6.965383
6658,9.949580,0.994959,6.965383
6659,9.949580,0.994959,6.965383
6660,9.949580,0.994959,6.965383
6661,9.949580,0.994959,6.965383
6662,9.949580,0.994959,6.965383
6663,9.949580,0.994959,6.965383
6664,9.949580,0.994959,6.965383
6665,9.949580,0.994959,6.965383
6666,9.949580,0.994959,6.965383
6667,9.949580,0.994959,6.965383
6668,9.949580,0.994959,6.965383
6669,9.949580,0.994959,6.965383
6670,9.949580,0.994959,6.965383
6671,9.949580,0.994959,6.965383
6672,9.949580,0.994959,6.965383
6673,9.949580,0.994959,6.965383
6674,9.949580,0.994959,6.965383
6675,9.949580,0.994959,6.965383
6676,9.949580,0.994959,6.965383
6677,9.949580,0.994959,6.965383
6678,9.949580,0.994959,6.965383
6679,9.949580,0.994959,6.965383
6680,9.949580,0.994959,6.965383
6681,9.949580,0.994959,6.965383
6682,9.949580,0.994959,6.965383
6683,9.949580,0.994959,6.965383
6684,9.949580,0.994959,6.965383
6685,9.949580,0.994959,6.965383
6686,9.949580,0.994959,6.965383
6687,9.949580,0.994959,6.965383
6688,9.949580,0.994959,6.965383
6689,9.949580,0.994959,6.965383
6690,9.949580,0.994959,6.965383
6691,9.949580,0.994959,6.965383
6692,9.949580,0.994959,6.965383
6693,9.949580,0.994959,6.965383
6694,9.949580,0.994959,6.965383
6695,9.949580,0.994959,6.965383
6696,9.949580,0.994959,6.965383
6697,9.949580,0.994959,6.965383
6698,9.949580,0.994959,6.965383
6699,9.949580,0.994959,6.965383
6700,9.949580,0.994959,6.965383
6701,9.949580,0.994959,6.965383
6702,9.949580,0.994959,6.965383
6703,9.949580,0.994959,6.965383
6704,9.949580,0.994959,6.965383
6705,9.949580,0.994959,6.965383
6706,9.949580,0.994959,6.965383
6707,9.949580,0.994959,6.965383
6708,9.949580,0.994959,6.965383
6709,9.949580,0.994959,6.965383
6710,9.949580,0.994959,6.965383
6711,9.949580,0.994959,6.965383
6712,9.949580,0.994959,6.965383
6713,9.949580,0.994959,6.965383
6714,9.949580,0.994959,6.965383
6715,9.949580,0.994959,6.965383
6716,9.949580,0.994959,6.965383
6717,9.949580,0.994959,6.965383
6718,9.949580,0.994959,6.965383
6719,9.949580,0.994959,6.965383
6720,9.949580,0.994959,6.965383
6721,9.949580,0.994959,6.965383
6722,9.949580,0.994959,6.965383
6723,9.949580,0.994959,6.965383
6724,9.949580,0.994959,6.965383
6725,9.949580,0.994959,6.965383
6726,9.949580,0.994959,6.965383
6727,9.949580,0.994959,6.965383
6728,9.949580,0.994959,6.965383
6729,9.949580,0.994959,6.965383
6730,9.949580,0.994959,6.965383
6731,9.949580,0.994959,6.965383
6732,9.949580,0.994959,6.965383
6733,9.949580,0.994959,6.965383
6734,9.949580,0.994959,6.965383
6735,9.949580,0.994959,6.965383
6736,9.949580,0.994959,6.965383
6737,9.949580,0.994959,6.965383
6738,9.949580,0.994959,6.965383
6739,9.949580,0.994959,6.965383
6740,9.949580,0.994959,6.965383
6741,9.949580,0.994959,6.965383
6742,9.949580,0.994959,6.965383
6743,9.949580,0.994959,6.965383
6744,9.949580,0.994959,6.965383
6745,9.949580,0.994959,6.965383
6746,9.949580,0.994959,6.965383
6747,9.949580,0.994959,6.965383
6748,9.949580,0.994959,6.965383
6749,9.949580,0.994959,6.965383
6750,9.949580,0.994959,6.965383
6751,9.949580,0.994959,6.965383
