iteration,n10,n20,n30,n50,n100
3357,2.212118,1.989918,1.989918,1.133540,0.000000
3358,2.212118,1.989918,1.989918,1.133540,0.000000
3359,2.154843,1.989918,1.989918,1.133540,0.000000
3360,2.154843,1.989918,1.989918,1.133540,0.000000
3361,2.106363,1.989918,1.989918,1.133540,0.000000
3362,2.106363,1.989918,1.989918,1.133540,0.000000
3363,2.090837,1.989918,1.989918,1.133540,0.000000
3364,2.090837,1.989918,1.989918,1.133540,0.000000
3365,2.090837,1.989918,1.989918,1.133540,0.000000
3366,2.090837,1.989918,1.989918,1.133540,0.000000
3367,2.090837,1.989918,1.989918,1.133540,0.000000
3368,2.090837,1.989918,1.989918,1.133540,0.000000
3369,2.090837,1.989918,1.989918,1.133540,0.000000
3370,2.090837,1.989918,1.989918,1.133540,0.000000
3371,2.090837,1.989918,1.989918,1.133540,0.000000
3372,2.090837,1.989918,1.989918,1.118499,0.000000
3373,2.090837,1.989918,1.989918,1.118499,0.000000
3374,2.090837,1.989918,1.989918,1.118499,0.000000
3375,2.090837,1.989918,1.989918,1.118499,0.000000
3376,2.090837,1.989918,1.989918,1.118499,0.000000
3377,2.079107,1.989918,1.989918,1.118499,0.000000
3378,2.079107,1.989918,1.989918,1.118499,0.000000
3379,2.079107,1.989918,1.989918,1.093488,0.000000
3380,2.079107,1.989918,1.989918,1.093488,0.000000
3381,2.079107,1.989918,1.989918,1.093488,0.000000
3382,2.079107,1.989918,1.989918,1.093488,0.000000
3383,2.079107,1.989918,1.989918,1.093488,0.000000
3384,2.079107,1.989918,1.989918,1.093488,0.000000
3385,2.079107,1.989918,1.989918,1.091535,0.000000
3386,2.037255,1.989918,1.989918,1.091535,0.000000
3387,2.037255,1.989918,1.989918,1.072835,0.000000
3388,2.037255,1.989918,1.989918,1.061235,0.000000
3389,2.037255,1.989918,1.989918,1.061235,0.000000
3390,2.037255,1.989918,1.989918,1.061235,0.000000
3391,2.037255,1.989918,1.989918,1.061235,0.000000
3392,2.037255,1.989918,1.989918,1.059448,0.000000
3393,2.037255,1.989918,1.989918,1.059448,0.000000
3394,2.037255,1.989918,1.989918,1.058836,0.000000
3395,2.037255,1.989918,1.989918,1.058836,0.000000
3396,2.037255,1.989918,1.989918,1.058836,0.000000
3397,2.037255,1.989918,1.989918,1.057722,0.000000
3398,2.037255,1.989918,1.989918,1.057722,0.000000
3399,2.037255,1.989918,1.989918,1.057722,0.000000
3400,2.037255,1.989918,1.989918,1.057366,0.000000
3401,2.037255,1.989918,1.989918,1.057366,0.000000
3402,2.037255,1.989918,1.989918,1.055002,0.000000
3403,2.037255,1.989918,1.989918,1.055002,0.000000
3404,2.037255,1.989918,1.989918,1.055002,0.000000
3405,2.037255,1.989918,1.989918,1.051425,0.000000
3406,2.037255,1.989918,1.989918,1.050386,0.000000
3407,2.035390,1.989918,1.989918,1.049654,0.000000
3408,2.035390,1.989918,1.989918,1.049654,0.000000
3409,2.035390,1.989918,1.989918,1.048698,0.000000
3410,2.035390,1.989918,1.989918,1.048698,0.000000
3411,2.035390,1.989918,1.989918,1.048698,0.000000
3412,2.035390,1.989918,1.989918,1.048698,0.000000
3413,2.035390,1.989918,1.989918,1.048698,0.000000
3414,2.035390,1.989918,1.989918,1.046018,0.000000
3415,2.032444,1.989918,1.989918,1.038918,0.000000
3416,2.032444,1.989918,1.989918,1.038918,0.000000
3417,2.032444,1.989918,1.989918,1.028934,0.000000
3418,2.032444,1.989918,1.989918,1.028934,0.000000
3419,2.032444,1.989918,1.989918,1.028934,0.000000
3420,2.032444,1.989918,1.989918,1.027798,0.000000
3421,2.032444,1.989918,1.989918,1.027798,0.000000
3422,2.025633,1.989918,1.989918,1.025292,0.000000
3423,2.016209,1.989918,1.989918,1.016793,0.000000
3424,2.016209,1.989918,1.989918,1.016793,0.000000
3425,2.016209,1.989918,1.989918,1.016793,0.000000
3426,2.016209,1.989918,1.989918,1.015812,0.000000
3427,2.016209,1.989918,1.989918,1.015812,0.000000
3428,2.016209,1.989918,1.989918,1.010132,0.000000
3429,2.016209,1.989918,1.989918,1.005696,0.000000
3430,2.016209,1.989918,1.989918,1.005696,0.000000
3431,2.014355,1.989918,1.989918,1.005696,0.000000
3432,2.013455,1.989918,1.989918,1.005696,0.000000
3433,2.013455,1.989918,1.989918,1.004642,0.000000
3434,2.013455,1.989918,1.989918,1.002851,0.000000
3435,2.013455,1.989918,1.989918,1.001748,0.000000
3436,2.012945,1.989918,1.989918,1.000846,0.000000
3437,2.012417,1.989918,1.989918,1.000846,0.000000
3438,2.011537,1.989918,1.989918,0.999196,0.000000
3439,2.011537,1.989918,1.989918,0.999196,0.000000
3440,2.009266,1.989918,1.989918,0.999196,0.000000
3441,2.009168,1.989918,1.989918,0.999196,0.000000
3442,2.009168,1.989918,1.989918,0.999196,0.000000
3443,2.008687,1.989918,1.989918,0.999196,0.000000
3444,2.008687,1.989918,1.989918,0.999055,0.000000
3445,2.008618,1.989918,1.989918,0.999055,0.000000
3446,2.008036,1.989918,1.989918,0.999055,0.000000
3447,2.008036,1.989918,1.989918,0.998619,0.000000
3448,2.008036,1.989918,1.989918,0.998505,0.000000
3449,2.008036,1.989918,1.989918,0.998319,0.000000
3450,2.006693,1.989918,1.989918,0.998319,0.000000
3451,2.006693,1.989918,1.989918,0.998319,0.000000
3452,2.005800,1.989918,1.989918,0.998035,0.000000
3453,2.002677,1.989918,1.989918,0.998035,0.000000
3454,2.002677,1.989918,1.989918,0.998035,0.000000
3455,1.999905,1.989918,1.989918,0.997070,0.000000
3456,1.998209,1.989918,1.989918,0.996966,0.000000
3457,1.998209,1.989918,1.989918,0.996272,0.000000
3458,1.998209,1.989918,1.989918,0.995787,0.000000
3459,1.998209,1.989918,1.989918,0.995787,0.000000
3460,1.998209,1.989918,1.989918,0.995787,0.000000
3461,1.997596,1.989918,1.989918,0.995787,0.000000
3462,1.997596,1.989918,1.989918,0.995787,0.000000
3463,1.997596,1.989918,1.989918,0.995787,0.000000
3464,1.997596,1.989918,1.989918,0.995787,0.000000
3465,1.996856,1.989918,1.989918,0.995787,0.000000
3466,1.995709,1.989918,1.989918,0.995707,0.000000
3467,1.995709,1.989918,1.989918,0.995707,0.000000
3468,1.994937,1.989918,1.989918,0.995512,0.000000
3469,1.994155,1.989918,1.989918,0.995512,0.000000
3470,1.994155,1.989918,1.989918,0.995398,0.000000
3471,1.994139,1.989918,1.989918,0.995398,0.000000
3472,1.993875,1.989918,1.989918,0.995398,0.000000
3473,1.993826,1.989918,1.989918,0.995298,0.000000
3474,1.993826,1.989918,1.989918,0.995298,0.000000
3475,1.993704,1.989918,1.989918,0.995298,0.000000
3476,1.993691,1.989918,1.989918,0.995298,0.000000
3477,1.993691,1.989918,1.989918,0.995226,0.000000
3478,1.992782,1.989918,1.989918,0.995226,0.000000
3479,1.992241,1.989918,1.989918,0.995226,0.000000
3480,1.992127,1.989918,1.989918,0.995226,0.000000
3481,1.992127,1.989918,1.989918,0.995083,0.000000
3482,1.992127,1.989918,1.989918,0.995083,0.000000
3483,1.991976,1.989918,1.989918,0.995083,0.000000
3484,1.991976,1.989918,1.989918,0.995083,0.000000
3485,1.991738,1.989918,1.989918,0.995079,0.000000
3486,1.991738,1.989918,1.989918,0.995079,0.000000
3487,1.991738,1.989918,1.989918,0.995079,0.000000
3488,1.991738,1.989918,1.989918,0.995043,0.000000
3489,1.991656,1.989918,1.989918,0.995043,0.000000
3490,1.991656,1.989918,1.989918,0.995042,0.000000
3491,1.991656,1.989918,1.989918,0.995035,0.000000
3492,1.991656,1.989918,1.989918,0.995035,0.000000
3493,1.991656,1.989918,1.989918,0.995035,0.000000
3494,1.991656,1.989918,1.989918,0.995035,0.000000
3495,1.991656,1.989918,1.989918,0.995035,0.000000
3496,1.991617,1.989918,1.989918,0.995035,0.000000
3497,1.991617,1.989918,1.989918,0.995035,0.000000
3498,1.991617,1.989918,1.989918,0.995035,0.000000
3499,1.991617,1.989918,1.989918,0.995035,0.000000
3500,1.991617,1.989918,1.989918,0.995035,0.000000
3501,1.991617,1.989918,1.989918,0.995035,0.000000
3502,1.991617,1.989918,1.989918,0.995031,0.000000
3503,1.991615,1.989918,1.989918,0.995031,0.000000
3504,1.991615,1.989918,1.989918,0.995031,0.000000
3505,1.991615,1.989918,1.989918,0.995031,0.000000
3506,1.991615,1.989918,1.989918,0.995031,0.000000
3507,1.991615,1.989918,1.989918,0.995031,0.000000
3508,1.991615,1.989918,1.989918,0.995031,0.000000
3509,1.991600,1.989918,1.989918,0.995031,0.000000
3510,1.991571,1.989918,1.989918,0.995031,0.000000
3511,1.991564,1.989918,1.989918,0.995031,0.000000
3512,1.991562,1.989918,1.989918,0.995031,0.000000
3513,1.991562,1.989918,1.989918,0.995031,0.000000
3514,1.991555,1.989918,1.989918,0.995030,0.000000
3515,1.991555,1.989918,1.989918,0.995016,0.000000
3516,1.991555,1.989918,1.989918,0.995014,0.000000
3517,1.991541,1.989918,1.989918,0.995014,0.000000
3518,1.991524,1.989918,1.989918,0.995007,0.000000
3519,1.991516,1.989918,1.989918,0.995003,0.000000
3520,1.991495,1.989918,1.989918,0.995003,0.000000
3521,1.991495,1.989918,1.989918,0.995003,0.000000
3522,1.991495,1.989918,1.989918,0.995003,0.000000
3523,1.991495,1.989918,1.989918,0.995003,0.000000
3524,1.991495,1.989918,1.989918,0.995003,0.000000
3525,1.991478,1.989918,1.989918,0.995003,0.000000
3526,1.991478,1.989918,1.989918,0.995002,0.000000
3527,1.991456,1.989918,1.989918,0.995002,0.000000
3528,1.991456,1.989918,1.989918,0.995001,0.000000
3529,1.991456,1.989918,1.989918,0.995001,0.000000
3530,1.991456,1.989918,1.989918,0.995001,0.000000
3531,1.991456,1.989918,1.989918,0.995001,0.000000
3532,1.991456,1.989918,1.989918,0.995001,0.000000
3533,1.991456,1.989918,1.989918,0.995001,0.000000
3534,1.991456,1.989918,1.989918,0.995001,0.000000
3535,1.991403,1.989918,1.989918,0.994998,0.000000
3536,1.991403,1.989918,1.989918,0.994998,0.000000
3537,1.991403,1.989918,1.989918,0.994998,0.000000
3538,1.991403,1.989918,1.989918,0.994998,0.000000
3539,1.991366,1.989918,1.989918,0.994998,0.000000
3540,1.991324,1.989918,1.989918,0.994998,0.000000
3541,1.991316,1.989918,1.989918,0.994998,0.000000
3542,1.991316,1.989918,1.989918,0.994998,0.000000
3543,1.991294,1.989918,1.989918,0.994998,0.000000
3544,1.991275,1.989918,1.989918,0.994998,0.000000
3545,1.991265,1.989918,1.989918,0.994998,0.000000
3546,1.991260,1.989918,1.989918,0.994998,0.000000
3547,1.991234,1.989918,1.989918,0.994998,0.000000
3548,1.991234,1.989918,1.989918,0.994998,0.000000
3549,1.991226,1.989918,1.989918,0.994998,0.000000
3550,1.991226,1.989918,1.989918,0.994995,0.000000
3551,1.991216,1.989918,1.989918,0.994995,0.000000
3552,1.991216,1.989918,1.989918,0.994992,0.000000
3553,1.991205,1.989918,1.989918,0.994992,0.000000
3554,1.991205,1.989918,1.989918,0.994992,0.000000
3555,1.991195,1.989918,1.989918,0.994985,0.000000
3556,1.991192,1.989918,1.989918,0.994985,0.000000
3557,1.991173,1.989918,1.989918,0.994980,0.000000
3558,1.991117,1.989918,1.989918,0.994980,0.000000
3559,1.991015,1.989918,1.989918,0.994980,0.000000
3560,1.991015,1.989918,1.989918,0.994980,0.000000
3561,1.991015,1.989918,1.989918,0.994980,0.000000
3562,1.990878,1.989918,1.989918,0.994980,0.000000
3563,1.990878,1.989918,1.989918,0.994980,0.000000
3564,1.990838,1.989918,1.989918,0.994980,0.000000
3565,1.990810,1.989918,1.989918,0.994980,0.000000
3566,1.990746,1.989918,1.989918,0.994980,0.000000
3567,1.990746,1.989918,1.989918,0.994980,0.000000
3568,1.990746,1.989918,1.989918,0.994980,0.000000
3569,1.990746,1.989918,1.989918,0.994980,0.000000
3570,1.990746,1.989918,1.989918,0.994980,0.000000
3571,1.990746,1.989918,1.989918,0.994980,0.000000
3572,1.990746,1.989918,1.989918,0.994980,0.000000
3573,1.990698,1.989918,1.989918,0.994980,0.000000
3574,1.990678,1.989918,1.989918,0.994980,0.000000
3575,1.990678,1.989918,1.989918,0.994977,0.000000
3576,1.990678,1.989918,1.989918,0.994971,0.000000
3577,1.990678,1.989918,1.989918,0.994971,0.000000
3578,1.990678,1.989918,1.989918,0.994971,0.000000
3579,1.990678,1.989918,1.989918,0.994971,0.000000
3580,1.990678,1.989918,1.989918,0.994970,0.000000
3581,1.990678,1.989918,1.989918,0.994970,0.000000
3582,1.990678,1.989918,1.989918,0.994970,0.000000
3583,1.990674,1.989918,1.989918,0.994970,0.000000
3584,1.990674,1.989918,1.989918,0.994969,0.000000
3585,1.990674,1.989918,1.989918,0.994966,0.000000
3586,1.990674,1.989918,1.989918,0.994965,0.000000
3587,1.990674,1.989918,1.989918,0.994965,0.000000
3588,1.990674,1.989918,1.989918,0.994965,0.000000
3589,1.990672,1.989918,1.989918,0.994965,0.000000
3590,1.990672,1.989918,1.989918,0.994965,0.000000
3591,1.990653,1.989918,1.989918,0.994965,0.000000
3592,1.990653,1.989918,1.989918,0.994965,0.000000
3593,1.990653,1.989918,1.989918,0.994965,0.000000
3594,1.990653,1.989918,1.989918,0.994965,0.000000
3595,1.990653,1.989918,1.989918,0.994965,0.000000
3596,1.990653,1.989918,1.989918,0.994965,0.000000
3597,1.990653,1.989918,1.989918,0.994964,0.000000
3598,1.990653,1.989918,1.989918,0.994963,0.000000
3599,1.990430,1.989918,1.989918,0.994963,0.000000
3600,1.990281,1.989918,1.989918,0.994963,0.000000
3601,1.990193,1.989918,1.989918,0.994963,0.000000
3602,1.990193,1.989918,1.989918,0.994962,0.000000
3603,1.990141,1.989918,1.989918,0.994962,0.000000
3604,1.990052,1.989918,1.989918,0.994962,0.000000
3605,1.990052,1.989918,1.989918,0.994962,0.000000
3606,1.990052,1.989918,1.989918,0.994961,0.000000
3607,1.990052,1.989918,1.989918,0.994961,0.000000
3608,1.990049,1.989918,1.989918,0.994961,0.000000
3609,1.990049,1.989918,1.989918,0.994961,0.000000
3610,1.990049,1.989918,1.989918,0.994961,0.000000
3611,1.990049,1.989918,1.989918,0.994961,0.000000
3612,1.990032,1.989918,1.989918,0.994961,0.000000
3613,1.990032,1.989918,1.989918,0.994961,0.000000
3614,1.990027,1.989918,1.989918,0.994960,0.000000
3615,1.990027,1.989918,1.989918,0.994960,0.000000
3616,1.990027,1.989918,1.989918,0.994960,0.000000
3617,1.990027,1.989918,1.989918,0.994960,0.000000
3618,1.990002,1.989918,1.989918,0.994960,0.000000
3619,1.990002,1.989918,1.989918,0.994960,0.000000
3620,1.990000,1.989918,1.989918,0.994960,0.000000
3621,1.990000,1.989918,1.989918,0.994960,0.000000
3622,1.990000,1.989918,1.989918,0.994960,0.000000
3623,1.989980,1.989918,1.989918,0.994960,0.000000
3624,1.989980,1.989918,1.989918,0.994960,0.000000
3625,1.989980,1.989918,1.989918,0.994960,0.000000
3626,1.989980,1.989918,1.989918,0.994960,0.000000
3627,1.989980,1.989918,1.989918,0.994960,0.000000
3628,1.989973,1.989918,1.989918,0.994960,0.000000
3629,1.989965,1.989918,1.989918,0.994960,0.000000
3630,1.989965,1.989918,1.989918,0.994960,0.000000
3631,1.989965,1.989918,1.989918,0.994960,0.000000
3632,1.989965,1.989918,1.989918,0.994960,0.000000
3633,1.989965,1.989918,1.989918,0.994960,0.000000
3634,1.989965,1.989918,1.989918,0.994960,0.000000
3635,1.989965,1.989918,1.989918,0.994959,0.000000
3636,1.989965,1.989918,1.989918,0.994959,0.000000
3637,1.989961,1.989918,1.989918,0.994959,0.000000
3638,1.989961,1.989918,1.989918,0.994959,0.000000
3639,1.989961,1.989918,1.989918,0.994959,0.000000
3640,1.989961,1.989918,1.989918,0.994959,0.000000
3641,1.989956,1.989918,1.989918,0.994959,0.000000
3642,1.989952,1.989918,1.989918,0.994959,0.000000
3643,1.989952,1.989918,1.989918,0.994959,0.000000
3644,1.989952,1.989918,1.989918,0.994959,0.000000
3645,1.989937,1.989918,1.989918,0.994959,0.000000
3646,1.989937,1.989918,1.989918,0.994959,0.000000
3647,1.989937,1.989918,1.989918,0.994959,0.000000
3648,1.989937,1.989918,1.989918,0.994959,0.000000
3649,1.989937,1.989918,1.989918,0.994959,0.000000
3650,1.989937,1.989918,1.989918,0.994959,0.000000
3651,1.989937,1.989918,1.989918,0.994959,0.000000
3652,1.989937,1.989918,1.989918,0.994959,0.000000
3653,1.989937,1.989918,1.989918,0.994959,0.000000
3654,1.989937,1.989918,1.989918,0.994959,0.000000
3655,1.989937,1.989918,1.989918,0.994959,0.000000
3656,1.989937,1.989918,1.989918,0.994959,0.000000
3657,1.989937,1.989918,1.989918,0.994959,0.000000
3658,1.989937,1.989918,1.989918,0.994959,0.000000
3659,1.989936,1.989918,1.989918,0.994959,0.000000
3660,1.989936,1.989918,1.989918,0.994959,0.000000
3661,1.989933,1.989918,1.989918,0.994959,0.000000
3662,1.989933,1.989918,1.989918,0.994959,0.000000
3663,1.989933,1.989918,1.989918,0.994959,0.000000
3664,1.989933,1.989918,1.989918,0.994959,0.000000
3665,1.989933,1.989918,1.989918,0.994959,0.000000
3666,1.989933,1.989918,1.989918,0.994959,0.000000
3667,1.989933,1.989918,1.989918,0.994959,0.000000
3668,1.989933,1.989918,1.989918,0.994959,0.000000
3669,1.989932,1.989918,1.989918,0.994959,0.000000
3670,1.989932,1.989918,1.989918,0.994959,0.000000
3671,1.989932,1.989918,1.989918,0.994959,0.000000
3672,1.989932,1.989918,1.989918,0.994959,0.000000
3673,1.989932,1.989918,1.989918,0.994959,0.000000
3674,1.989932,1.989918,1.989918,0.994959,0.000000
3675,1.989931,1.989918,1.989918,0.994959,0.000000
3676,1.989931,1.989918,1.989918,0.994959,0.000000
3677,1.989931,1.989918,1.989918,0.994959,0.000000
3678,1.989931,1.989918,1.989918,0.994959,0.000000
3679,1.989931,1.989918,1.989918,0.994959,0.000000
3680,1.989931,1.989918,1.989918,0.994959,0.000000
3681,1.989931,1.989918,1.989918,0.994959,0.000000
3682,1.989931,1.989918,1.989918,0.994959,0.000000
3683,1.989930,1.989918,1.989918,0.994959,0.000000
3684,1.989929,1.989918,1.989918,0.994959,0.000000
3685,1.989929,1.989918,1.989918,0.994959,0.000000
3686,1.989929,1.989918,1.989918,0.994959,0.000000
3687,1.989929,1.989918,1.989918,0.994959,0.000000
3688,1.989929,1.989918,1.989918,0.994959,0.000000
3689,1.989929,1.989918,1.989918,0.994959,0.000000
3690,1.989929,1.989918,1.989918,0.994959,0.000000
3691,1.989929,1.989918,1.989918,0.994959,0.000000
3692,1.989928,1.989918,1.989918,0.994959,0.000000
3693,1.989928,1.989918,1.989918,0.994959,0.000000
3694,1.989928,1.989918,1.989918,0.994959,0.000000
3695,1.989928,1.989918,1.989918,0.994959,0.000000
3696,1.989926,1.989918,1.989918,0.994959,0.000000
3697,1.989926,1.989918,1.989918,0.994959,0.000000
3698,1.989926,1.989918,1.989918,0.994959,0.000000
3699,1.989926,1.989918,1.989918,0.994959,0.000000
3700,1.989925,1.989918,1.989918,0.994959,0.000000
3701,1.989924,1.989918,1.989918,0.994959,0.000000
3702,1.989924,1.989918,1.989918,0.994959,0.000000
3703,1.989924,1.989918,1.989918,0.994959,0.000000
3704,1.989923,1.989918,1.989918,0.994959,0.000000
3705,1.989922,1.989918,1.989918,0.994959,0.000000
3706,1.989922,1.989918,1.989918,0.994959,0.000000
3707,1.989921,1.989918,1.989918,0.994959,0.000000
3708,1.989921,1.989918,1.989918,0.994959,0.000000
3709,1.989921,1.989918,1.989918,0.994959,0.000000
3710,1.989921,1.989918,1.989918,0.994959,0.000000
3711,1.989921,1.989918,1.989918,0.994959,0.000000
3712,1.989920,1.989918,1.989918,0.994959,0.000000
3713,1.989920,1.989918,1.989918,0.994959,0.000000
3714,1.989920,1.989918,1.989918,0.994959,0.000000
3715,1.989920,1.989918,1.989918,0.994959,0.000000
3716,1.989919,1.989918,1.989918,0.994959,0.000000
3717,1.989919,1.989918,1.989918,0.994959,0.000000
3718,1.989919,1.989918,1.989918,0.994959,0.000000
3719,1.989919,1.989918,1.989918,0.994959,0.000000
3720,1.989919,1.989918,1.989918,0.994959,0.000000
3721,1.989919,1.989918,1.989918,0.994959,0.000000
3722,1.989919,1.989918,1.989918,0.994959,0.000000
3723,1.989919,1.989918,1.989918,0.994959,0.000000
3724,1.989919,1.989918,1.989918,0.994959,0.000000
3725,1.989919,1.989918,1.989918,0.994959,0.000000
3726,1.989919,1.989918,1.989918,0.994959,0.000000
3727,1.989919,1.989918,1.989918,0.994959,0.000000
3728,1.989919,1.989918,1.989918,0.994959,0.000000
3729,1.989919,1.989918,1.989918,0.994959,0.000000
3730,1.989919,1.989918,1.989918,0.994959,0.000000
3731,1.989919,1.989918,1.989918,0.994959,0.000000
3732,1.989919,1.989918,1.989918,0.994959,0.000000
3733,1.989919,1.989918,1.989918,0.994959,0.000000
3734,1.989919,1.989918,1.989918,0.994959,0.000000
3735,1.989919,1.989918,1.989918,0.994959,0.000000
3736,1.989919,1.989918,1.989918,0.994959,0.000000
3737,1.989919,1.989918,1.989918,0.994959,0.000000
3738,1.989919,1.989918,1.989918,0.994959,0.000000
3739,1.989919,1.989918,1.989918,0.994959,0.000000
3740,1.989919,1.989918,1.989918,0.994959,0.000000
3741,1.989919,1.989918,1.989918,0.994959,0.000000
3742,1.989919,1.989918,1.989918,0.994959,0.000000
3743,1.989919,1.989918,1.989918,0.994959,0.000000
3744,1.989919,1.989918,1.989918,0.994959,0.000000
3745,1.989919,1.989918,1.989918,0.994959,0.000000
3746,1.989919,1.989918,1.989918,0.994959,0.000000
3747,1.989919,1.989918,1.989918,0.994959,0.000000
3748,1.989919,1.989918,1.989918,0.994959,0.000000
3749,1.989919,1.989918,1.989918,0.994959,0.000000
3750,1.989919,1.989918,1.989918,0.994959,0.000000
3751,1.989919,1.989918,1.989918,0.994959,0.000000
3752,1.989919,1.989918,1.989918,0.994959,0.000000
3753,1.989919,1.989918,1.989918,0.994959,0.000000
3754,1.989919,1.989918,1.989918,0.994959,0.000000
3755,1.989919,1.989918,1.989918,0.994959,0.000000
3756,1.989919,1.989918,1.989918,0.994959,0.000000
3757,1.989919,1.989918,1.989918,0.994959,0.000000
3758,1.989919,1.989918,1.989918,0.994959,0.000000
3759,1.989919,1.989918,1.989918,0.994959,0.000000
3760,1.989919,1.989918,1.989918,0.994959,0.000000
3761,1.989919,1.989918,1.989918,0.994959,0.000000
3762,1.989919,1.989918,1.989918,0.994959,0.000000
3763,1.989919,1.989918,1.989918,0.994959,0.000000
3764,1.989919,1.989918,1.989918,0.994959,0.000000
3765,1.989919,1.989918,1.989918,0.994959,0.000000
3766,1.989919,1.989918,1.989918,0.994959,0.000000
3767,1.989919,1.989918,1.989918,0.994959,0.000000
3768,1.989919,1.989918,1.989918,0.994959,0.000000
3769,1.989919,1.989918,1.989918,0.994959,0.000000
3770,1.989919,1.989918,1.989918,0.994959,0.000000
3771,1.989919,1.989918,1.989918,0.994959,0.000000
3772,1.989919,1.989918,1.989918,0.994959,0.000000
3773,1.989919,1.989918,1.989918,0.994959,0.000000
3774,1.989919,1.989918,1.989918,0.994959,0.000000
3775,1.989919,1.989918,1.989918,0.994959,0.000000
3776,1.989919,1.989918,1.989918,0.994959,0.000000
3777,1.989919,1.989918,1.989918,0.994959,0.000000
3778,1.989919,1.989918,1.989918,0.994959,0.000000
3779,1.989919,1.989918,1.989918,0.994959,0.000000
3780,1.989919,1.989918,1.989918,0.994959,0.000000
3781,1.989919,1.989918,1.989918,0.994959,0.000000
3782,1.989919,1.989918,1.989918,0.994959,0.000000
3783,1.989919,1.989918,1.989918,0.994959,0.000000
3784,1.989919,1.989918,1.989918,0.994959,0.000000
3785,1.989919,1.989918,1.989918,0.994959,0.000000
3786,1.989919,1.989918,1.989918,0.994959,0.000000
3787,1.989919,1.989918,1.989918,0.994959,0.000000
3788,1.989919,1.989918,1.989918,0.994959,0.000000
3789,1.989919,1.989918,1.989918,0.994959,0.000000
3790,1.989919,1.989918,1.989918,0.994959,0.000000
3791,1.989919,1.989918,1.989918,0.994959,0.000000
3792,1.989919,1.989918,1.989918,0.994959,0.000000
3793,1.989919,1.989918,1.989918,0.994959,0.000000
3794,1.989919,1.989918,1.989918,0.994959,0.000000
3795,1.989919,1.989918,1.989918,0.994959,0.000000
3796,1.989919,1.989918,1.989918,0.994959,0.000000
3797,1.989919,1.989918,1.989918,0.994959,0.000000
3798,1.989919,1.989918,1.989918,0.994959,0.000000
3799,1.989919,1.989918,1.989918,0.994959,0.000000
3800,1.989919,1.989918,1.989918,0.994959,0.000000
3801,1.989919,1.989918,1.989918,0.994959,0.000000
3802,1.989919,1.989918,1.989918,0.994959,0.000000
3803,1.989919,1.989918,1.989918,0.994959,0.000000
3804,1.989919,1.989918,1.989918,0.994959,0.000000
3805,1.989919,1.989918,1.989918,0.994959,0.000000
3806,1.989919,1.989918,1.989918,0.994959,0.000000
3807,1.989919,1.989918,1.989918,0.994959,0.000000
3808,1.989919,1.989918,1.989918,0.994959,0.000000
3809,1.989919,1.989918,1.989918,0.994959,0.000000
3810,1.989919,1.989918,1.989918,0.994959,0.000000
3811,1.989919,1.989918,1.989918,0.994959,0.000000
3812,1.989919,1.989918,1.989918,0.994959,0.000000
3813,1.989919,1.989918,1.989918,0.994959,0.000000
3814,1.989919,1.989918,1.989918,0.994959,0.000000
3815,1.989919,1.989918,1.989918,0.994959,0.000000
3816,1.989919,1.989918,1.989918,0.994959,0.000000
3817,1.989919,1.989918,1.989918,0.994959,0.000000
3818,1.989919,1.989918,1.989918,0.994959,0.000000
3819,1.989919,1.989918,1.989918,0.994959,0.000000
3820,1.989919,1.989918,1.989918,0.994959,0.000000
3821,1.989919,1.989918,1.989918,0.994959,0.000000
3822,1.989919,1.989918,1.989918,0.994959,0.000000
3823,1.989919,1.989918,1.989918,0.994959,0.000000
3824,1.989919,1.989918,1.989918,0.994959,0.000000
3825,1.989919,1.989918,1.989918,0.994959,0.000000
3826,1.989919,1.989918,1.989918,0.994959,0.000000
3827,1.989919,1.989918,1.989918,0.994959,0.000000
3828,1.989919,1.989918,1.989918,0.994959,0.000000
3829,1.989919,1.989918,1.989918,0.994959,0.000000
3830,1.989919,1.989918,1.989918,0.994959,0.000000
3831,1.989919,1.989918,1.989918,0.994959,0.000000
3832,1.989919,1.989918,1.989918,0.994959,0.000000
3833,1.989919,1.989918,1.989918,0.994959,0.000000
3834,1.989919,1.989918,1.989918,0.994959,0.000000
3835,1.989919,1.989918,1.989918,0.994959,0.000000
3836,1.989919,1.989918,1.989918,0.994959,0.000000
3837,1.989919,1.989918,1.989918,0.994959,0.000000
3838,1.989919,1.989918,1.989918,0.994959,0.000000
3839,1.989919,1.989918,1.989918,0.994959,0.000000
3840,1.989919,1.989918,1.989918,0.994959,0.000000
3841,1.989919,1.989918,1.989918,0.994959,0.000000
3842,1.989918,1.989918,1.989918,0.994959,0.000000
3843,1.989918,1.989918,1.989918,0.994959,0.000000
3844,1.989918,1.989918,1.989918,0.994959,0.000000
3845,1.989918,1.989918,1.989918,0.994959,0.000000
3846,1.989918,1.989918,1.989918,0.994959,0.000000
3847,1.989918,1.989918,1.989918,0.994959,0.000000
3848,1.989918,1.989918,1.989918,0.994959,0.000000
3849,1.989918,1.989918,1.989918,0.994959,0.000000
3850,1.989918,1.989918,1.989918,0.994959,0.000000
3851,1.989918,1.989918,1.989918,0.994959,0.000000
3852,1.989918,1.989918,1.989918,0.994959,0.000000
3853,1.989918,1.989918,1.989918,0.994959,0.000000
3854,1.989918,1.989918,1.989918,0.994959,0.000000
3855,1.989918,1.989918,1.989918,0.994959,0.000000
