iteration,global_pso,local_pso_ring
229,45.477925,32.784936
230,45.477925,32.784936
231,45.477925,32.784936
232,45.477925,32.784936
233,45.477925,32.784936
234,45.477925,32.784936
235,45.477925,29.687010
236,45.477925,29.687010
237,45.477925,29.687010
238,45.477925,29.687010
239,45.477925,29.687010
240,45.477925,29.687010
241,45.477925,29.687010
242,45.477925,29.687010
243,45.477925,29.687010
244,45.477925,29.687010
245,45.477925,29.687010
246,45.477925,29.687010
247,45.477925,29.687010
248,45.477925,29.687010
249,45.477925,29.687010
250,45.477925,29.687010
251,45.477925,29.687010
252,45.477925,29.687010
253,45.477925,29.687010
254,45.477925,29.687010
255,45.477925,29.687010
256,45.477925,29.687010
257,45.477925,29.687010
258,45.477925,29.687010
259,45.477925,29.687010
260,45.477925,29.687010
261,42.035089,29.687010
262,42.035089,29.687010
263,42.035089,29.687010
264,42.035089,29.687010
265,42.035089,29.687010
266,42.035089,29.687010
267,42.035089,29.687010
268,42.035089,29.687010
269,42.035089,29.687010
270,42.035089,29.687010
271,42.035089,29.687010
272,42.035089,29.687010
273,42.035089,29.687010
274,42.035089,29.687010
275,42.035089,29.687010
276,42.035089,29.687010
277,42.035089,29.687010
278,42.035089,29.687010
279,42.035089,29.687010
280,42.035089,29.687010
281,42.035089,29.687010
282,42.035089,29.687010
283,42.035089,29.687010
284,42.035089,29.687010
285,42.035089,29.687010
286,42.035089,29.687010
287,42.035089,29.687010
288,42.035089,29.687010
289,42.035089,29.687010
290,42.035089,29.687010
291,42.035089,29.687010
292,42.035089,29.687010
293,42.035089,29.687010
294,42.035089,29.687010
295,42.035089,29.687010
296,42.035089,29.687010
297,42.035089,29.687010
298,42.035089,29.687010
299,42.035089,29.687010
300,42.035089,29.687010
301,42.035089,29.687010
302,42.035089,29.687010
303,42.035089,29.687010
304,42.035089,29.687010
305,42.035089,29.687010
306,42.035089,29.687010
307,42.035089,29.687010
308,42.035089,29.687010
309,42.035089,29.687010
310,42.035089,29.687010
311,42.035089,29.687010
312,42.035089,29.534122
313,42.035089,29.534122
314,42.035089,29.534122
315,42.035089,29.534122
316,42.035089,29.534122
317,42.035089,29.534122
318,42.035089,29.534122
319,42.035089,29.369952
320,42.035089,29.090857
321,42.035089,29.090857
322,42.035089,29.090857
323,42.035089,29.090857
324,42.035089,28.969770
325,42.035089,28.729656
326,42.035089,28.615350
327,42.035089,28.594122
328,42.035089,28.594122
329,42.035089,28.594122
330,42.035089,28.594122
331,42.035089,28.588769
332,42.035089,28.587545
333,42.035089,28.587545
334,42.035089,28.575056
335,42.035089,28.574057
336,42.035089,28.574057
337,42.035089,28.574057
338,42.035089,28.574057
339,42.035089,28.574057
340,42.035089,28.574057
341,42.035089,28.550576
342,42.035089,28.531986
343,42.035089,28.522383
344,42.035089,28.519452
345,42.035089,28.519452
346,42.035089,28.519452
347,42.035089,28.518778
348,42.035089,28.518778
349,42.035089,28.518778
350,42.035089,28.518778
351,42.035089,28.518778
352,42.035089,28.518693
353,42.035089,28.517341
354,42.035089,28.516538
355,42.035089,28.516146
356,42.035089,28.516057
357,42.035089,28.516057
358,42.035089,28.515164
359,42.035089,28.514504
360,42.035089,28.514117
361,42.035089,28.513935
362,42.035089,28.513904
363,42.035089,28.513904
364,42.035089,28.513683
365,42.035089,28.513450
366,42.035089,28.513272
367,42.035089,28.513135
368,42.035089,28.513032
369,42.035089,28.512954
370,42.035089,28.512897
371,42.035089,28.512856
372,42.035089,28.512826
373,42.035089,28.512806
374,42.035089,28.512793
375,42.035089,28.512785
376,42.035089,28.512782
377,42.035089,28.512781
378,42.035089,28.512781
379,42.035089,28.512781
380,42.035089,28.512781
381,42.035089,28.512716
382,42.035089,28.512585
383,42.035089,28.512470
384,42.035089,28.512369
385,42.035089,28.512280
386,42.035089,28.512202
387,42.035089,28.512132
388,42.035089,28.512071
389,38.367502,28.512016
390,38.367502,28.511968
391,38.367502,28.511925
392,38.367502,28.511887
393,38.367502,28.511853
394,38.367502,28.511823
395,38.367502,28.511796
396,38.367502,28.511773
397,38.367502,28.511751
398,38.367502,28.511732
399,38.367502,28.511716
400,38.367502,28.511700
401,38.367502,28.511687
402,38.367502,28.511675
403,38.367502,28.511664
404,38.367502,28.511655
405,38.367502,28.511646
406,38.367502,28.511639
407,38.367502,28.511632
408,38.367502,28.511626
409,38.367502,28.511620
410,38.367502,28.511615
411,38.367502,28.511611
412,38.367502,28.511607
413,38.367502,28.511604
414,38.367502,28.511600
415,38.367502,28.511598
416,38.367502,28.511595
417,38.367502,28.511593
418,38.367502,28.511591
419,38.367502,28.511589
420,38.367502,28.511588
421,38.367502,28.511586
422,38.367502,28.511585
423,38.367502,28.511584
424,38.367502,28.511583
425,38.367502,28.511582
426,38.367502,28.511581
427,38.367502,28.511580
428,38.367502,28.511580
429,38.367502,28.511579
430,38.367502,28.511579
431,38.367502,28.511578
432,38.367502,28.511578
433,38.367502,28.511577
434,38.367502,28.511577
435,38.367502,28.511577
436,38.367502,28.511576
437,38.367502,28.511576
438,38.367502,28.511576
439,38.367502,28.511576
440,38.367502,28.511576
441,34.131430,28.511575
442,34.131430,28.511575
443,34.131430,28.511575
444,34.131430,28.511575
445,34.131430,28.511575
446,34.131430,28.511575
447,34.131430,28.511575
448,34.131430,28.511575
449,34.131430,27.780807
450,34.131430,27.780807
451,34.131430,27.780807
452,34.131430,27.780807
453,34.131430,27.623573
454,34.131430,27.263350
455,34.131430,27.263350
456,34.131430,27.263350
457,34.131430,27.263350
458,34.131430,27.263350
459,34.131430,26.954854
460,34.131430,26.954854
461,34.131430,26.954854
462,34.131430,26.954854
463,34.131430,26.954854
464,34.131430,26.954854
465,34.131430,26.954854
466,34.131430,26.954854
467,34.131430,26.954854
468,34.131430,26.954854
469,34.131430,26.696528
470,34.131430,26.105526
471,34.131430,26.105526
472,34.131430,26.100135
473,34.131430,26.100135
474,34.131430,25.959326
475,34.131430,25.626028
476,34.131430,25.368701
477,34.131430,25.171731
478,34.131430,25.022457
479,34.131430,24.910675
480,34.131430,24.828209
481,34.131430,24.768537
482,34.131430,24.726477
483,34.131430,24.697932
484,34.131430,24.679671
485,34.131430,24.669158
486,34.131430,24.664413
487,34.131430,24.663893
488,34.131430,24.663893
489,34.131430,24.663893
490,34.131430,24.663893
491,34.131430,24.613055
492,34.131430,24.533090
493,34.131430,24.464576
494,34.131430,24.405709
495,34.131430,24.354996
496,34.131430,24.311191
497,34.131430,24.273260
498,34.131430,24.240334
499,34.131430,24.211687
500,34.131430,24.186709
501,34.131430,24.164884
502,34.131430,24.145779
503,34.131430,24.129024
504,34.131430,24.114306
505,34.131430,24.101356
506,34.131430,24.089947
507,34.131430,24.079881
508,34.131430,24.070990
509,34.131430,24.063127
510,34.131430,24.056168
511,34.131430,24.050002
512,34.131430,24.044535
513,34.131430,24.039683
514,34.131430,24.035375
515,34.131430,24.031546
516,34.131430,24.028143
517,34.131430,24.025116
518,34.131430,24.022422
519,34.131430,24.020024
520,34.131430,24.017888
521,34.131430,24.015985
522,34.131430,24.014289
523,34.131430,24.012778
524,34.131430,24.011431
525,34.131430,24.010229
526,34.131430,24.009157
527,34.131430,24.008201
528,34.131430,24.007348
529,34.131430,24.006587
530,34.131430,24.005908
531,34.131430,24.005302
532,34.131430,24.004761
533,34.131430,24.004278
534,34.131430,24.003846
535,34.131430,24.003461
536,34.131430,24.003118
537,34.131430,24.002811
538,34.131430,24.002537
539,34.131430,24.002292
540,34.131430,24.002074
541,34.131430,24.001879
542,34.131430,24.001705
543,34.131430,24.001549
544,34.131430,24.001410
545,34.131430,24.001286
546,34.131430,24.001175
547,34.131430,24.001076
548,34.131430,24.000988
549,34.131430,24.000909
550,34.131430,24.000839
551,34.131430,24.000776
552,34.131430,24.000720
553,34.131430,24.000670
554,34.131430,24.000625
555,34.131430,24.000585
556,34.131430,24.000549
557,34.131430,24.000517
558,34.131430,24.000489
559,34.131430,24.000463
560,34.131430,24.000440
561,34.131430,24.000420
562,34.131430,24.000402
563,34.131430,24.000386
564,34.131430,24.000371
565,34.131430,24.000359
566,34.131430,24.000347
567,34.131430,24.000337
568,34.131430,24.000328
569,34.131430,24.000319
570,34.131430,24.000312
571,34.131430,24.000305
572,34.131430,24.000300
573,34.131430,24.000294
574,34.131430,24.000290
575,34.131430,24.000286
576,34.131430,24.000282
577,34.131430,24.000279
578,34.131430,24.000276
579,34.131430,24.000273
580,34.131430,24.000271
581,34.131430,24.000269
582,34.131430,24.000267
583,34.131430,24.000265
584,34.131430,24.000264
585,34.131430,24.000262
586,34.131430,24.000261
587,34.131430,24.000260
588,34.131430,24.000259
589,34.131430,24.000258
590,34.131430,24.000257
591,34.131430,24.000257
592,34.131430,24.000256
593,34.131430,24.000256
594,34.131430,24.000255
595,34.131430,24.000255
596,34.131430,24.000254
597,34.131430,24.000254
598,34.131430,24.000254
599,34.131430,24.000253
600,34.131430,24.000253
601,34.131430,24.000253
602,34.131430,24.000253
603,34.131430,24.000253
604,32.666967,24.000252
605,32.666967,24.000252
606,32.666967,24.000252
607,32.666967,24.000252
608,32.666967,24.000252
609,32.666967,24.000252
610,32.666967,24.000252
611,32.666967,24.000252
612,32.666967,24.000252
613,32.666967,24.000252
614,32.666967,24.000252
615,32.666967,24.000251
616,32.666967,24.000251
617,32.666967,24.000251
618,32.666967,24.000251
619,32.666967,24.000251
620,32.666967,24.000251
621,32.666967,24.000251
622,32.666967,24.000251
623,32.666967,24.000251
624,32.666967,24.000251
625,32.666967,24.000251
626,32.666967,24.000251
627,32.666967,24.000251
628,32.666967,24.000251
629,32.666967,24.000251
630,32.666967,24.000251
631,32.666967,24.000251
632,32.666967,24.000251
633,32.666967,24.000251
634,32.666967,24.000251
635,32.666967,24.000251
636,32.666967,24.000251
637,32.666967,24.000251
638,32.666967,24.000251
639,32.666967,24.000251
640,32.666967,24.000251
641,32.666967,24.000251
642,32.666967,24.000251
643,32.666967,24.000251
644,32.666967,24.000251
645,32.666967,24.000251
646,32.666967,24.000251
647,32.666967,24.000251
648,32.666967,24.000251
649,32.666967,24.000251
650,32.666967,24.000251
651,32.666967,24.000251
652,32.666967,24.000251
653,32.666967,24.000251
654,32.666967,24.000251
655,32.666967,24.000251
656,32.666967,24.000251
657,32.666967,24.000251
658,32.666967,24.000251
659,32.666967,24.000251
660,32.666967,24.000251
661,32.666967,24.000251
662,32.666967,24.000251
663,32.666967,24.000251
664,32.666967,24.000251
665,32.666967,24.000251
666,32.666967,24.000251
667,32.666967,24.000251
668,32.666967,24.000251
669,32.666967,24.000251
670,32.666967,24.000251
671,32.666967,24.000251
672,32.666967,24.000251
673,32.666967,24.000251
674,32.666967,24.000251
675,32.666967,24.000251
676,32.666967,24.000251
677,32.666967,24.000251
678,32.666967,24.000251
679,32.666967,24.000251
680,32.666967,24.000251
681,32.666967,24.000251
682,32.666967,24.000251
683,32.666967,24.000251
684,32.666967,24.000251
685,32.666967,24.000251
686,32.666967,24.000251
687,32.666967,24.000251
688,32.666967,24.000251
689,32.666967,24.000251
690,32.666967,24.000251
691,32.666967,24.000251
692,32.666967,24.000251
693,32.666967,24.000251
694,32.666967,24.000251
695,32.666967,24.000251
696,32.666967,24.000251
697,32.666967,24.000251
698,32.666967,24.000251
699,32.666967,24.000251
700,32.666967,24.000251
701,32.666967,24.000251
702,32.666967,24.000251
703,32.666967,24.000251
704,32.666967,24.000251
705,32.666967,24.000251
706,32.666967,24.000251
707,32.666967,24.000251
708,32.666967,24.000251
709,32.666967,24.000251
710,32.666967,24.000251
711,32.666967,24.000251
712,32.666967,24.000251
713,32.666967,24.000251
714,32.666967,24.000251
715,32.666967,24.000251
716,32.666967,24.000251
717,32.666967,24.000251
718,32.666967,24.000251
719,32.666967,24.000251
720,32.666967,24.000251
721,32.666967,24.000251
722,32.666967,24.000251
723,32.666967,24.000251
724,32.666967,24.000251
725,32.666967,24.000251
726,32.666967,24.000251
727,32.666967,24.000251
728,32.666967,24.000251
729,32.666967,24.000251
730,32.666967,24.000251
731,32.666967,24.000251
732,32.666967,24.000251
733,32.666967,24.000251
734,32.666967,24.000251
735,32.666967,24.000251
736,32.666967,24.000251
737,32.666967,24.000251
738,32.666967,24.000251
739,32.666967,24.000251
740,32.666967,24.000251
741,32.666967,24.000251
742,32.666967,24.000251
743,32.666967,24.000251
744,32.666967,24.000251
745,32.666967,24.000251
746,32.666967,24.000251
747,32.666967,24.000251
748,32.666967,24.000251
749,32.666967,24.000251
750,32.666967,24.000251
751,32.666967,24.000251
752,32.666967,24.000251
753,32.666967,24.000251
754,32.666967,24.000251
755,32.666967,24.000251
756,32.666967,24.000251
757,32.666967,24.000251
758,32.666967,24.000251
759,32.666967,24.000251
760,32.666967,24.000251
761,32.666967,24.000251
762,32.666967,24.000251
763,32.666967,24.000251
764,32.666967,24.000251
765,32.666967,24.000251
766,32.666967,24.000251
767,32.666967,24.000251
768,32.666967,24.000251
769,32.666967,24.000251
770,32.666967,24.000251
771,32.666967,24.000251
772,32.666967,24.000251
773,32.666967,24.000251
774,32.666967,24.000251
775,32.666967,24.000251
776,32.666967,24.000251
777,32.666967,24.000251
778,32.666967,24.000251
779,32.666967,24.000251
780,32.666967,24.000251
781,32.666967,24.000251
782,32.666967,24.000251
783,32.666967,24.000251
784,32.666967,24.000251
785,32.666967,24.000251
786,32.666967,24.000251
787,32.666967,24.000251
788,32.666967,24.000251
789,32.666967,24.000251
790,32.666967,24.000251
791,32.666967,24.000251
792,32.666967,24.000251
793,32.666967,24.000251
794,32.666967,24.000251
795,32.666967,24.000251
796,32.666967,24.000251
797,32.666967,24.000251
798,32.666967,24.000251
799,32.666967,24.000251
800,32.666967,24.000251
801,32.666967,24.000251
802,32.666967,24.000251
803,32.666967,24.000251
804,32.666967,24.000251
805,32.666967,24.000251
806,32.666967,24.000251
807,32.666967,24.000251
808,32.666967,24.000251
809,32.666967,24.000251
810,32.666967,24.000251
811,32.666967,24.000251
812,32.666967,24.000251
813,32.666967,24.000251
814,32.666967,24.000251
815,32.666967,24.000251
816,32.666967,24.000251
817,32.666967,24.000251
818,32.666967,24.000251
819,32.666967,24.000251
820,32.666967,24.000251
821,32.666967,24.000251
822,32.666967,24.000251
823,32.666967,24.000251
824,32.666967,24.000251
825,32.666967,24.000251
826,32.666967,24.000251
827,32.666967,24.000251
828,32.666967,24.000251
829,32.666967,24.000251
830,32.666967,24.000251
831,32.666967,24.000251
832,32.666967,24.000251
833,32.666967,24.000251
834,32.666967,24.000251
835,32.666967,24.000251
836,32.666967,24.000251
837,32.666967,24.000251
838,32.666967,24.000251
839,32.666967,24.000251
840,32.666967,24.000251
841,32.666967,24.000251
842,32.666967,24.000251
843,32.666967,24.000251
844,32.666967,24.000251
845,32.666967,24.000251
846,32.666967,24.000251
847,32.666967,24.000251
848,32.666967,24.000251
849,32.666967,24.000251
850,32.666967,24.000251
851,32.666967,24.000251
852,32.666967,24.000251
853,32.666967,24.000251
854,32.666967,24.000251
855,32.666967,24.000251
856,32.666967,24.000251
857,32.666967,24.000251
858,32.666967,24.000251
859,32.666967,24.000251
860,32.666967,24.000251
861,32.666967,24.000251
862,32.666967,24.000251
863,32.666967,24.000251
864,32.666967,24.000251
865,32.666967,24.000251
866,32.666967,24.000251
867,32.666967,24.000251
868,32.666967,24.000251
869,32.666967,24.000251
870,32.666967,24.000251
871,32.666967,24.000251
872,32.666967,24.000251
873,32.666967,24.000251
874,32.666967,24.000251
875,32.666967,24.000251
876,32.666967,24.000251
877,32.666967,24.000251
878,32.666967,24.000251
879,32.666967,24.000251
880,32.666967,24.000251
881,32.666967,24.000251
882,32.666967,24.000251
883,25.717910,24.000251
884,25.717910,24.000251
885,25.717910,24.000251
886,21.033402,24.000251
887,21.033402,24.000251
888,21.033402,24.000251
889,21.033402,24.000251
890,21.033402,24.000251
891,21.033402,24.000251
892,21.033402,24.000251
893,21.033402,24.000251
894,21.033402,24.000251
895,21.033402,24.000251
896,21.033402,24.000251
897,21.033402,24.000251
898,21.033402,24.000251
899,21.033402,24.000251
900,21.033402,24.000251
901,20.562375,24.000251
902,20.562375,24.000251
903,20.562375,24.000251
904,20.562375,24.000251
905,20.562375,24.000251
906,20.562375,24.000251
907,20.562375,24.000251
908,20.562375,24.000251
909,20.562375,24.000251
910,20.562375,24.000251
911,20.562375,24.000251
912,20.562375,24.000251
913,20.562375,24.000251
914,20.562375,24.000251
915,20.562375,24.000251
916,20.562375,24.000251
917,20.562375,24.000251
918,20.562375,24.000251
919,20.562375,24.000251
920,20.562375,24.000251
921,20.562375,24.000251
922,20.562375,24.000251
923,20.562375,24.000251
924,20.562375,24.000251
925,20.562375,24.000251
926,20.562375,24.000251
927,20.562375,24.000251
928,20.562375,24.000251
929,20.562375,24.000251
930,20.562375,24.000251
931,20.562375,24.000251
932,20.205747,24.000251
933,20.205747,24.000251
934,20.205747,24.000251
935,20.205747,24.000251
936,20.205747,24.000251
937,18.910987,24.000251
938,18.910987,24.000251
939,18.910987,24.000251
940,18.910987,24.000251
941,17.998702,24.000251
942,17.998702,24.000251
943,17.998702,24.000251
944,17.998702,24.000251
945,17.998702,24.000251
946,17.998702,24.000251
947,17.998702,24.000251
948,17.998702,24.000251
949,17.998702,24.000251
950,17.998702,24.000251
951,17.998702,24.000251
952,17.998702,24.000251
953,17.998702,24.000251
954,17.998702,24.000251
955,17.998702,24.000251
956,17.803977,24.000251
957,17.803977,24.000251
958,17.803977,24.000251
959,17.803977,24.000251
960,17.803977,24.000251
961,17.803977,24.000251
962,17.803977,24.000251
963,17.803977,24.000251
964,17.803977,24.000251
965,17.803977,24.000251
966,17.803977,24.000251
967,17.803977,24.000251
968,17.803977,24.000251
969,17.803977,24.000251
970,17.803977,24.000251
971,17.803977,24.000251
972,17.803977,24.000251
973,17.803977,24.000251
974,17.803977,24.000251
975,17.803977,24.000251
976,17.803977,24.000251
977,17.803977,24.000251
978,17.803977,24.000251
979,17.803977,24.000251
980,17.803977,24.000251
981,17.803977,24.000251
982,17.803977,24.000251
983,17.803977,24.000251
984,17.803977,24.000251
985,17.803977,24.000251
986,17.803977,24.000251
987,17.803977,24.000251
988,17.803977,24.000251
989,17.803977,24.000251
990,17.803977,24.000251
991,17.803977,24.000251
992,17.803977,24.000251
993,17.803977,24.000251
994,17.803977,24.000251
995,17.803977,24.000251
996,17.803977,24.000251
997,17.803977,24.000251
998,17.803977,24.000251
999,17.803977,24.000251
1000,17.803977,24.000251
1001,17.803977,24.000251
1002,17.803977,24.000251
1003,17.803977,24.000251
1004,17.803977,24.000251
1005,17.803977,24.000251
1006,17.803977,24.000251
1007,17.803977,24.000251
1008,17.803977,24.000251
1009,17.803977,24.000251
1010,17.803977,24.000251
1011,17.803977,24.000251
1012,17.803977,24.000251
1013,17.803977,24.000251
1014,17.803977,24.000251
1015,17.803977,24.000251
1016,17.803977,24.000251
1017,17.803977,24.000251
1018,17.803977,24.000251
1019,17.803977,24.000251
1020,17.803977,24.000251
1021,17.803977,24.000251
1022,17.803977,24.000251
1023,17.803977,24.000251
1024,17.803977,24.000251
1025,17.803977,24.000251
1026,17.803977,24.000251
1027,17.803977,24.000251
1028,17.803977,24.000251
1029,17.803977,24.000251
1030,17.803977,24.000251
1031,17.803977,24.000251
1032,17.803977,24.000251
1033,17.803977,24.000251
1034,17.803977,24.000251
1035,17.803977,24.000251
1036,17.803977,24.000251
1037,17.783378,24.000251
1038,17.783378,24.000251
1039,17.783378,24.000251
1040,17.783378,24.000251
1041,17.783378,24.000251
1042,17.783378,24.000251
1043,17.783378,24.000251
1044,17.783378,24.000251
1045,17.783378,24.000251
1046,17.743577,24.000251
1047,17.743577,24.000251
1048,17.743577,24.000251
1049,17.743577,24.000251
1050,17.717277,24.000251
1051,17.717277,24.000251
1052,17.717277,24.000251
1053,17.717277,24.000251
1054,17.717134,24.000251
1055,17.717134,24.000251
1056,17.717134,24.000251
1057,17.717134,24.000251
1058,17.717134,24.000251
1059,17.717134,24.000251
1060,17.717134,24.000251
1061,17.717134,24.000251
1062,17.717134,24.000251
1063,17.717134,24.000251
1064,17.717134,24.000251
1065,17.717134,24.000251
1066,17.717134,24.000251
1067,17.717134,24.000251
1068,17.717134,24.000251
1069,17.717134,24.000251
1070,17.717134,24.000251
1071,17.717134,24.000251
1072,17.717134,23.545405
1073,17.717134,23.545405
1074,17.717134,23.545405
1075,17.717134,23.545405
1076,17.707486,23.545405
1077,17.707486,23.545405
1078,17.707486,23.545405
1079,17.707486,23.545405
1080,17.707486,23.545405
1081,17.707486,23.545405
1082,17.702935,23.545405
1083,17.702935,23.545405
1084,17.702935,23.545405
1085,17.702935,23.545405
1086,17.702935,23.545405
1087,17.702935,23.545405
1088,17.702935,23.545405
1089,17.702935,23.545405
1090,17.702935,23.545405
1091,17.702935,23.545405
1092,17.702935,23.545405
1093,17.702935,23.545405
1094,17.702935,22.468685
1095,17.702935,22.468685
1096,17.702935,22.468685
1097,17.702935,22.468685
1098,17.702935,22.468685
1099,17.702935,22.468685
1100,17.702935,22.468685
1101,17.702935,22.468685
1102,17.702935,22.468685
1103,17.702935,22.348299
1104,17.702935,22.348299
1105,17.702935,22.348299
1106,17.702935,22.137255
1107,17.702935,22.137255
1108,17.702935,22.137255
1109,17.702935,22.137255
1110,17.702935,21.965512
1111,17.702935,21.965512
1112,17.702935,21.965512
1113,17.702935,21.965512
1114,17.702935,21.965512
1115,17.702935,21.965512
1116,17.702935,21.965512
1117,17.702935,21.939411
1118,17.702935,21.939411
1119,17.702935,21.909891
1120,17.702935,21.909891
1121,17.702935,21.909891
1122,17.702935,21.909891
1123,17.702935,21.909891
1124,17.702935,21.909891
1125,17.702935,21.909891
1126,17.702935,21.909891
1127,17.702935,21.909891
1128,17.702935,21.909891
1129,17.702935,21.909891
1130,17.702921,21.909891
1131,17.702921,21.909891
1132,17.702921,21.909891
1133,17.702921,21.909891
1134,17.702921,21.909891
1135,17.702921,21.909891
1136,17.702921,21.909891
1137,17.702921,21.909891
1138,17.702921,21.909891
1139,17.702921,21.909891
1140,17.702921,21.909891
1141,17.702921,21.909891
1142,17.702921,21.909891
1143,17.702921,21.909891
1144,17.702921,21.909891
1145,17.702921,21.909891
1146,17.702921,21.909891
1147,17.702921,21.909891
1148,17.702921,21.909891
1149,17.702921,21.909891
1150,17.702921,21.909891
