iteration,c1=3_c2=1,c1=2_c2=2,c1=1_c2=3,c1=0_c2=2,c1=2_c2=0
1858,65.886621,52.289974,69.452150,60.042124,142.714449
1859,65.886621,52.289974,69.452150,60.042124,142.714449
1860,65.886621,52.289974,69.452150,60.042124,142.714449
1861,65.886621,52.289974,69.452150,60.042124,142.714449
1862,65.886621,52.289974,69.452150,60.042124,142.714449
1863,65.886621,52.289974,69.452150,60.042124,142.714449
1864,65.886621,52.289974,69.452150,60.042124,142.714449
1865,65.886621,52.289974,69.452150,60.042124,142.714449
1866,65.886621,52.289974,69.452150,60.042124,142.714449
1867,65.886621,52.289974,69.452150,60.042124,142.714449
1868,65.886621,52.289974,69.452150,60.042124,142.714449
1869,65.886621,52.289974,69.452150,60.042124,142.714449
1870,65.886621,52.289974,69.452150,60.042124,142.714449
1871,65.886621,52.289974,69.452150,60.042124,142.714449
1872,65.886621,52.289974,69.452150,60.042124,142.714449
1873,65.886621,52.289974,69.452150,60.042124,142.714449
1874,65.886621,52.289974,69.452150,60.042124,142.714449
1875,65.886621,52.289974,69.452150,60.042124,142.714449
1876,65.886621,52.289974,69.452150,60.042124,142.714449
1877,65.886621,52.289974,69.452150,60.042124,142.714449
1878,65.886621,52.289974,69.452150,60.042124,142.714449
1879,65.886621,52.289974,69.452150,60.042124,142.714449
1880,65.886621,52.289974,69.452150,60.042124,142.714449
1881,65.886621,52.289974,69.452150,60.042124,142.714449
1882,65.886621,52.289974,69.452150,60.042124,142.714449
1883,65.886621,52.289974,69.452150,60.042124,142.714449
1884,65.886621,52.289974,69.452150,60.042124,142.714449
1885,65.886621,52.289974,69.452150,60.042124,142.714449
1886,65.886621,52.289974,69.452150,60.042124,142.714449
1887,65.886621,52.289974,69.452150,60.042124,142.714449
1888,65.886621,52.289974,69.452150,60.042124,142.714449
1889,65.886621,52.289974,69.452150,60.042124,142.714449
1890,65.886621,52.289974,69.452150,60.042124,142.714449
1891,65.886621,52.289974,69.452150,60.042124,142.714449
1892,65.886621,52.289974,69.452150,60.042124,142.714449
1893,65.886621,52.289974,69.452150,60.042124,142.714449
1894,65.886621,52.289974,69.452150,60.042124,142.714449
1895,65.886621,52.289974,69.452150,60.042124,142.714449
1896,65.886621,52.289974,69.452150,60.042124,142.714449
1897,65.886621,52.289974,69.452150,60.042124,142.714449
1898,65.886621,52.289974,69.452150,60.042124,142.714449
1899,65.886621,52.289974,69.452150,60.042124,142.714449
1900,65.886621,52.289974,69.452150,60.042124,142.714449
1901,65.886621,52.289974,69.452150,60.042124,142.714449
1902,65.886621,52.289974,69.452150,60.042124,142.714449
1903,65.886621,52.289974,69.452150,60.042124,142.714449
1904,65.886621,52.289974,69.452150,60.042124,142.714449
1905,65.886621,52.289974,69.452150,60.042124,142.714449
1906,65.886621,52.289974,69.452150,60.042124,142.714449
1907,65.886621,52.289974,69.452150,60.042124,142.714449
1908,65.886621,52.289974,69.452150,60.042124,142.714449
1909,65.886621,52.289974,69.452150,60.042124,142.714449
1910,65.886621,52.289974,69.452150,60.008775,142.714449
1911,65.886621,52.289974,69.452150,60.008775,142.714449
1912,65.886621,52.289974,69.452150,60.008775,142.714449
1913,65.886621,52.289974,69.452150,60.008775,142.714449
1914,65.886621,52.289974,69.452150,60.008775,142.714449
1915,65.886621,52.289974,69.452150,60.008775,142.714449
1916,65.886621,52.289974,69.452150,60.008775,142.714449
1917,65.886621,52.289974,69.452150,59.995453,142.714449
1918,65.886621,52.289974,69.452150,59.995453,142.714449
1919,65.886621,52.289974,69.452150,59.995453,142.714449
1920,65.886621,52.289974,69.452150,59.995201,142.714449
1921,65.886621,52.289974,69.452150,59.995201,142.714449
1922,65.886621,52.289974,69.452150,59.978915,142.714449
1923,65.886621,52.289974,69.452150,59.970351,142.714449
1924,65.886621,52.289974,69.452150,59.970351,142.714449
1925,65.886621,52.289974,69.452150,59.970351,142.714449
1926,65.886621,52.289974,69.452150,59.970351,142.714449
1927,65.886621,52.289974,69.452150,59.970351,142.714449
1928,65.886621,52.289974,69.452150,59.970351,142.714449
1929,65.886621,52.289974,69.452150,59.967714,142.714449
1930,65.886621,52.289974,69.452150,59.965621,142.714449
1931,65.886621,52.289974,69.452150,59.965621,142.714449
1932,65.886621,52.289974,69.452150,59.965621,142.714449
1933,65.886621,52.289974,69.452150,59.965621,142.714449
1934,65.886621,52.289974,69.452150,59.965621,142.714449
1935,65.886621,52.289974,69.452150,59.965621,142.714449
1936,65.886621,52.289974,69.452150,59.955527,142.714449
1937,65.886621,52.289974,69.452150,59.949372,142.714449
1938,65.886621,52.289974,69.452150,59.949372,142.714449
1939,65.886621,52.289974,69.452150,59.946945,142.714449
1940,65.886621,52.289974,69.452150,59.945728,142.714449
1941,65.886621,52.289974,69.452150,59.945657,142.714449
1942,65.886621,52.289974,69.452150,59.945657,142.714449
1943,65.886621,52.289974,69.452150,59.945657,142.714449
1944,65.886621,52.289974,69.452150,59.945314,142.714449
1945,65.886621,52.289974,69.452150,59.945314,142.714449
1946,65.886621,52.289974,69.452150,59.945314,142.714449
1947,65.886621,52.289974,69.452150,59.944931,142.714449
1948,65.886621,52.289974,69.452150,59.943841,142.714449
1949,65.886621,52.289974,69.452150,59.943087,142.714449
1950,65.886621,52.289974,69.452150,59.942571,142.714449
1951,65.886621,52.289974,69.452150,59.942223,142.714449
1952,65.886621,52.289974,69.452150,59.941993,142.714449
1953,65.886621,52.289974,69.452150,59.941845,142.714449
1954,65.886621,52.289974,69.452150,59.941753,142.714449
1955,65.886621,52.289974,69.452150,59.941700,142.714449
1956,65.886621,52.289974,69.452150,59.941673,142.714449
1957,65.886621,52.289974,69.452150,59.941664,142.714449
1958,65.886621,52.289974,69.452150,59.941664,142.714449
1959,65.886621,52.289974,69.452150,59.941575,142.714449
1960,65.886621,52.289974,69.452150,59.941506,142.714449
1961,65.886621,52.289974,69.452150,59.941452,142.714449
1962,65.886621,52.289974,69.452150,59.941409,142.714449
1963,65.886621,52.289974,69.452150,59.941376,142.714449
1964,65.886621,52.289974,69.452150,59.941349,142.714449
1965,65.886621,52.289974,69.452150,59.941328,142.714449
1966,65.886621,52.289974,69.452150,59.941310,142.714449
1967,65.886621,52.289974,69.452150,59.941296,142.714449
1968,65.886621,52.289974,69.452150,59.941285,142.714449
1969,65.886621,52.289974,69.452150,59.941276,142.714449
1970,65.886621,52.289974,69.452150,59.941268,142.714449
1971,65.886621,52.289974,69.452150,59.941262,142.714449
1972,65.886621,52.289974,69.452150,59.941256,142.714449
1973,65.886621,52.289974,69.452150,59.895354,142.714449
1974,65.886621,52.289974,69.452150,59.890968,142.714449
1975,65.886621,52.289974,69.452150,59.890968,142.714449
1976,65.886621,52.289974,69.452150,59.890968,142.714449
1977,65.886621,52.289974,69.452150,59.890968,142.714449
1978,65.886621,52.289974,69.452150,59.890968,142.714449
1979,65.886621,52.289974,69.452150,59.890968,142.714449
1980,65.886621,52.289974,69.452150,59.890968,142.714449
1981,65.886621,52.289974,69.452150,59.890968,142.714449
1982,65.886621,52.289974,69.452150,59.880753,142.714449
1983,65.886621,52.289974,69.452150,59.880753,142.714449
1984,65.886621,52.289974,69.452150,59.880753,142.714449
1985,65.886621,44.396979,69.452150,59.880753,142.714449
1986,65.886621,44.396979,69.452150,59.865445,142.714449
1987,65.886621,44.396979,69.452150,59.865445,142.714449
1988,65.886621,44.396979,69.452150,59.865445,142.714449
1989,65.886621,44.396979,69.452150,59.865445,142.714449
1990,65.886621,44.396979,69.452150,59.865445,142.714449
1991,65.886621,44.396979,69.452150,59.865445,142.714449
1992,65.886621,44.396979,69.452150,59.865445,142.714449
1993,65.886621,44.396979,69.452150,59.865445,142.714449
1994,65.886621,44.396979,69.452150,59.865445,142.714449
1995,65.886621,44.396979,69.452150,59.865445,142.714449
1996,65.886621,44.396979,69.452150,59.865445,142.714449
1997,65.886621,44.396979,69.452150,59.861942,142.714449
1998,65.886621,44.396979,69.452150,59.861942,142.714449
1999,65.886621,44.396979,69.452150,59.861942,142.714449
2000,65.886621,44.396979,69.452150,59.861942,142.714449
2001,65.886621,44.396979,69.452150,59.861942,142.714449
2002,65.886621,44.396979,69.452150,59.861942,142.714449
2003,65.886621,44.396979,69.452150,59.861942,142.714449
2004,65.886621,44.396979,69.452150,59.861942,142.714449
2005,65.886621,44.396979,69.452150,59.861942,142.714449
2006,65.886621,44.396979,69.452150,59.861942,142.714449
2007,65.886621,44.396979,69.452150,59.861942,142.714449
2008,65.886621,44.396979,69.452150,59.861942,142.714449
2009,65.886621,44.396979,69.452150,59.861942,142.714449
2010,65.886621,44.396979,69.452150,59.861942,142.714449
2011,65.886621,44.396979,69.452150,59.861942,142.714449
2012,65.886621,44.396979,69.452150,59.861942,142.714449
2013,65.886621,44.396979,69.452150,59.861942,142.714449
2014,65.886621,44.396979,69.452150,59.861942,142.714449
2015,65.886621,44.396979,69.452150,59.858533,142.714449
2016,65.886621,44.396979,69.452150,59.858533,142.714449
2017,65.886621,44.396979,69.452150,59.858533,142.714449
2018,65.886621,44.396979,69.452150,59.858533,142.714449
2019,65.886621,44.396979,69.452150,59.858533,142.714449
2020,65.886621,44.396979,69.452150,59.858533,142.714449
2021,65.886621,44.396979,69.452150,59.858533,142.714449
2022,65.886621,44.396979,69.452150,59.858533,142.714449
2023,65.886621,44.396979,69.452150,59.858533,142.714449
2024,65.886621,44.396979,69.452150,59.858533,142.714449
2025,65.886621,44.396979,69.452150,59.858533,142.714449
2026,65.886621,44.396979,69.452150,59.858533,142.714449
2027,65.886621,44.396979,69.452150,59.858533,142.714449
2028,65.886621,44.396979,69.452150,59.858533,142.714449
2029,65.886621,44.396979,69.452150,59.858533,142.714449
2030,65.886621,44.396979,69.452150,59.858533,142.714449
2031,65.886621,44.396979,69.452150,59.856087,142.714449
2032,65.886621,44.396979,69.452150,59.856087,142.714449
2033,65.886621,44.396979,69.452150,59.856087,142.714449
2034,65.886621,44.396979,69.452150,59.856087,142.714449
2035,65.886621,44.396979,69.452150,59.856087,142.714449
2036,65.886621,44.396979,69.452150,59.856087,142.714449
2037,65.886621,44.396979,69.452150,59.856087,142.714449
2038,65.886621,44.396979,69.452150,59.856087,142.714449
2039,65.886621,44.396979,69.452150,59.851998,142.714449
2040,65.886621,44.396979,69.452150,59.851998,142.714449
2041,65.886621,44.396979,69.452150,59.851998,142.714449
2042,65.886621,44.396979,69.452150,59.851998,142.714449
2043,65.886621,44.396979,69.452150,59.851998,142.714449
2044,65.886621,44.396979,69.452150,59.851998,142.714449
2045,65.886621,44.396979,69.452150,59.268914,142.714449
2046,65.886621,44.396979,69.452150,59.268914,142.714449
2047,65.886621,44.396979,69.452150,59.268914,142.714449
2048,65.886621,44.396979,69.452150,59.268914,142.714449
2049,65.886621,44.396979,69.452150,59.268914,142.714449
2050,65.886621,44.396979,69.452150,59.268914,142.714449
2051,65.886621,44.396979,69.452150,59.131575,142.714449
2052,65.886621,44.396979,69.452150,59.131575,142.714449
2053,65.886621,44.396979,69.452150,59.131575,142.714449
2054,65.886621,44.396979,69.452150,59.131575,142.714449
2055,65.886621,44.396979,69.452150,59.131575,142.714449
2056,65.886621,44.396979,69.452150,59.131575,142.714449
2057,65.886621,44.396979,69.452150,59.131575,142.714449
2058,65.886621,44.396979,69.452150,59.131575,142.714449
2059,65.886621,44.396979,69.452150,59.131575,142.714449
2060,65.886621,44.396979,69.452150,59.131575,142.714449
2061,65.886621,44.396979,69.452150,59.131575,142.714449
2062,65.886621,44.396979,69.452150,59.131575,142.714449
2063,65.886621,44.396979,69.452150,59.122915,142.714449
2064,65.886621,44.396979,69.452150,59.122915,142.714449
2065,65.886621,44.396979,69.452150,59.122915,142.714449
2066,65.886621,44.396979,69.452150,59.122915,142.714449
2067,65.886621,44.396979,69.452150,59.122915,142.714449
2068,65.886621,44.396979,69.452150,59.122915,142.714449
2069,65.886621,44.396979,69.452150,59.122915,142.714449
2070,65.886621,44.396979,69.452150,59.122915,142.714449
2071,65.886621,44.396979,69.452150,59.122915,142.714449
2072,65.886621,44.396979,69.452150,59.122915,142.714449
2073,65.886621,44.396979,69.452150,58.906352,142.714449
2074,65.886621,44.396979,69.452150,58.906352,142.714449
2075,65.886621,44.396979,69.452150,58.906352,142.714449
2076,65.886621,44.396979,69.452150,58.906352,142.714449
2077,65.886621,44.396979,69.452150,58.906352,142.714449
2078,65.886621,44.396979,69.452150,58.906352,142.714449
2079,65.886621,44.396979,69.452150,58.906352,142.714449
2080,65.886621,44.396979,69.452150,58.906352,142.714449
2081,65.886621,44.396979,69.452150,58.906352,142.714449
2082,65.886621,44.396979,69.452150,58.906352,142.714449
2083,65.886621,44.396979,69.452150,58.906352,142.714449
2084,65.886621,44.396979,69.452150,58.906352,142.714449
2085,65.886621,44.396979,69.452150,58.906352,142.714449
2086,65.886621,44.396979,69.452150,58.906352,142.714449
2087,65.886621,44.396979,69.452150,58.906352,142.714449
2088,65.886621,44.396979,69.452150,58.906352,142.714449
2089,65.886621,44.396979,69.452150,58.906352,142.714449
2090,65.886621,44.396979,69.452150,58.906352,142.714449
2091,65.886621,44.396979,69.452150,58.906352,142.714449
2092,65.886621,44.396979,69.452150,58.906352,142.714449
2093,65.886621,44.396979,69.452150,58.906352,142.714449
2094,65.886621,44.396979,69.452150,58.906352,142.714449
2095,65.886621,44.396979,69.452150,58.906352,142.714449
2096,65.886621,44.396979,69.452150,58.902055,142.714449
2097,65.886621,44.396979,69.452150,58.902055,142.714449
2098,65.886621,44.396979,69.452150,58.902055,142.714449
2099,65.886621,44.396979,69.452150,58.902055,142.714449
2100,65.886621,44.396979,69.452150,58.902055,142.714449
2101,65.886621,44.396979,69.452150,58.450231,142.714449
2102,65.886621,44.396979,69.452150,58.450231,142.714449
2103,65.886621,44.396979,69.452150,58.450231,142.714449
2104,65.886621,44.396979,69.452150,58.450231,142.714449
2105,65.886621,44.396979,69.452150,58.450231,142.714449
2106,65.886621,44.396979,69.452150,58.450231,142.714449
2107,65.886621,44.396979,69.452150,58.450231,142.714449
2108,65.886621,44.396979,69.452150,58.450231,142.714449
2109,65.886621,44.396979,69.452150,58.450231,142.714449
2110,65.886621,44.396979,69.452150,58.450231,142.714449
2111,65.886621,44.396979,69.452150,58.450231,142.714449
2112,65.886621,44.396979,69.452150,58.450231,142.714449
2113,65.886621,44.396979,69.452150,58.450231,142.714449
2114,65.886621,44.396979,69.452150,58.450231,142.714449
2115,65.886621,44.396979,69.452150,58.450231,142.714449
2116,65.886621,44.396979,69.452150,58.450231,142.714449
2117,65.886621,44.396979,69.452150,58.450231,142.714449
2118,65.886621,44.396979,69.452150,58.450231,142.714449
2119,65.886621,44.396979,69.452150,58.450231,142.714449
2120,65.886621,44.396979,69.452150,58.450231,142.714449
2121,65.886621,44.396979,69.452150,58.450231,142.714449
2122,65.886621,44.396979,69.452150,58.450231,142.714449
2123,65.886621,44.396979,69.452150,58.450231,142.714449
2124,65.886621,44.396979,69.452150,58.450231,142.714449
2125,65.886621,44.396979,69.452150,58.450231,142.714449
2126,65.886621,44.396979,69.452150,58.450231,142.714449
2127,65.886621,44.396979,69.452150,58.450231,142.714449
2128,65.886621,44.396979,69.452150,58.450231,142.714449
2129,65.886621,44.396979,69.452150,58.260325,142.714449
2130,65.886621,44.396979,69.452150,58.248670,142.714449
2131,65.886621,44.396979,69.452150,58.248670,142.714449
2132,65.886621,44.396979,69.452150,58.248670,142.714449
2133,65.886621,44.396979,69.452150,58.248670,142.714449
2134,65.886621,44.396979,69.452150,58.248670,142.714449
2135,65.886621,44.396979,69.452150,58.248670,142.714449
2136,65.886621,44.396979,69.452150,58.248670,142.714449
2137,65.886621,44.396979,69.452150,58.248670,142.714449
2138,65.886621,44.396979,69.452150,58.248670,142.714449
2139,65.886621,44.396979,69.452150,58.248670,142.714449
2140,65.886621,44.396979,69.452150,58.229619,142.714449
2141,65.886621,44.396979,69.452150,58.229619,142.714449
2142,65.886621,44.396979,69.452150,58.036466,142.714449
2143,65.886621,44.396979,69.452150,58.036466,142.714449
2144,65.886621,44.396979,69.452150,58.036466,142.714449
2145,65.886621,44.396979,69.452150,58.036466,142.714449
2146,65.886621,44.396979,69.452150,58.036466,142.714449
2147,65.886621,44.396979,69.452150,58.036466,142.714449
2148,65.886621,44.396979,69.452150,58.036466,142.714449
2149,65.886621,44.396979,69.452150,58.036466,142.714449
2150,65.886621,44.396979,69.452150,58.036466,142.714449
2151,65.886621,44.396979,69.452150,58.036466,142.714449
2152,65.886621,44.396979,69.452150,58.036466,142.714449
2153,65.886621,44.396979,69.452150,58.036466,142.714449
2154,65.886621,44.396979,69.452150,58.036466,142.714449
2155,65.886621,44.396979,69.452150,58.036466,142.714449
2156,65.886621,44.396979,69.452150,58.036466,142.714449
2157,65.886621,44.396979,69.452150,58.036466,142.714449
2158,65.886621,44.396979,69.452150,58.036466,142.714449
2159,65.886621,44.396979,69.452150,58.036466,142.714449
2160,65.886621,44.396979,69.452150,58.036466,142.714449
2161,65.886621,44.396979,69.452150,58.036466,142.714449
2162,65.886621,44.396979,69.452150,58.036466,142.714449
2163,65.886621,44.396979,69.452150,58.036466,142.714449
2164,65.886621,44.396979,69.452150,58.036466,142.714449
2165,65.886621,44.396979,69.452150,58.036466,142.714449
2166,65.886621,44.396979,69.452150,58.036466,142.714449
2167,65.886621,44.396979,69.452150,58.035905,142.714449
2168,65.886621,44.396979,69.452150,58.035905,142.714449
2169,65.886621,44.396979,69.452150,58.035905,142.714449
2170,65.886621,44.396979,69.452150,58.035905,142.714449
2171,65.886621,44.396979,69.452150,58.035905,142.714449
2172,65.886621,44.396979,69.452150,58.035905,142.714449
2173,65.886621,44.396979,69.452150,58.035905,142.714449
2174,65.886621,44.396979,69.452150,58.035905,142.714449
2175,65.886621,44.396979,69.452150,58.035905,142.714449
2176,65.886621,44.396979,69.452150,58.035905,142.714449
2177,65.886621,44.396979,69.452150,58.035905,142.714449
2178,65.886621,44.396979,69.452150,58.035905,142.714449
2179,65.886621,44.396979,69.452150,58.035905,142.714449
2180,65.886621,44.396979,69.452150,58.035905,142.714449
2181,65.886621,44.396979,69.452150,58.035905,142.714449
2182,65.886621,44.396979,69.452150,58.035905,142.714449
2183,65.886621,44.396979,69.452150,58.035905,142.714449
2184,65.886621,44.396979,69.452150,58.035905,142.714449
2185,65.886621,44.396979,69.452150,58.035905,142.714449
2186,65.886621,44.396979,69.452150,58.035905,142.714449
2187,65.886621,44.396979,69.452150,58.035905,142.714449
2188,65.886621,44.396979,69.452150,57.921775,142.714449
2189,65.886621,44.396979,69.452150,57.921775,142.714449
2190,65.886621,44.396979,69.452150,57.921775,142.714449
2191,65.886621,44.396979,69.452150,57.921775,142.714449
2192,65.886621,44.396979,69.452150,57.921775,142.714449
2193,65.886621,44.396979,69.452150,57.921775,142.714449
2194,65.886621,44.396979,69.452150,57.921775,142.714449
2195,65.886621,44.396979,69.452150,57.921775,142.714449
2196,65.886621,44.396979,69.452150,57.921775,142.714449
2197,65.886621,44.396979,69.452150,57.921775,142.714449
2198,65.886621,44.396979,69.452150,57.921775,142.714449
2199,65.886621,44.396979,69.452150,57.921775,142.714449
2200,65.886621,44.396979,69.452150,57.921775,142.714449
2201,65.886621,44.396979,69.452150,57.921775,142.714449
2202,65.886621,44.396979,69.452150,57.921775,142.714449
2203,65.886621,44.396979,69.452150,57.921775,142.714449
2204,65.886621,44.396979,69.452150,57.921775,142.714449
2205,65.886621,44.396979,69.452150,57.921775,142.714449
2206,65.886621,44.396979,69.452150,57.921775,142.714449
2207,65.886621,44.396979,69.452150,57.921775,142.714449
2208,65.886621,44.396979,69.452150,57.921775,142.714449
2209,65.886621,44.396979,69.452150,57.921775,142.714449
2210,65.886621,44.396979,69.452150,57.921775,142.714449
2211,65.886621,44.396979,69.452150,57.921775,142.714449
2212,65.886621,44.396979,69.452150,57.921775,142.714449
2213,65.886621,44.396979,69.452150,57.921775,142.714449
2214,65.886621,44.396979,69.452150,57.921775,142.714449
2215,65.886621,44.396979,69.452150,57.921775,142.714449
2216,65.886621,44.396979,69.452150,57.921775,142.714449
2217,65.886621,44.396979,69.452150,57.921775,142.714449
2218,65.886621,44.396979,69.452150,57.921775,142.714449
2219,65.886621,44.396979,69.452150,57.921775,142.714449
2220,65.886621,44.396979,69.452150,57.921775,142.714449
2221,65.886621,44.396979,69.452150,57.921775,142.714449
2222,65.886621,44.396979,69.452150,57.921775,142.714449
2223,65.886621,44.396979,69.452150,57.921775,142.714449
2224,65.886621,44.396979,69.452150,57.921775,142.714449
2225,65.886621,44.396979,69.452150,57.921775,142.714449
2226,65.886621,44.396979,69.452150,57.921775,142.714449
2227,65.886621,44.396979,69.452150,57.921775,142.714449
2228,65.886621,41.553012,69.452150,57.921775,142.714449
2229,65.886621,41.553012,69.452150,57.921775,142.714449
2230,65.886621,41.553012,69.452150,57.921775,142.714449
2231,65.886621,41.553012,69.452150,57.919161,142.714449
2232,65.886621,41.553012,69.452150,57.919161,142.714449
2233,65.886621,41.553012,69.452150,57.919161,142.714449
2234,65.886621,41.553012,69.452150,57.919161,142.714449
2235,65.886621,41.553012,69.452150,57.919161,142.714449
2236,65.886621,41.553012,69.452150,57.919161,142.714449
2237,65.886621,41.553012,69.452150,57.919161,142.714449
2238,65.886621,39.828142,69.452150,57.919161,142.714449
2239,65.886621,39.145490,69.452150,57.902373,142.714449
2240,65.886621,39.145490,69.452150,57.902373,142.714449
2241,65.886621,39.145490,69.452150,57.902373,142.714449
2242,65.886621,38.236302,69.452150,57.902373,142.714449
2243,65.886621,37.910896,69.452150,57.902373,142.714449
2244,65.886621,37.910896,69.452150,57.902373,142.714449
2245,65.886621,36.601595,69.452150,57.902373,142.714449
2246,65.886621,36.601595,69.452150,57.902373,142.714449
2247,65.886621,36.601595,69.452150,57.902373,142.714449
2248,65.886621,36.599351,69.452150,57.902373,142.714449
2249,65.886621,36.599351,69.452150,57.902373,142.714449
2250,65.886621,36.599351,69.452150,57.902373,142.714449
2251,65.886621,36.599351,69.452150,57.902373,142.714449
2252,65.886621,36.553817,69.452150,57.902373,142.714449
2253,65.886621,36.553817,69.452150,57.902373,142.714449
2254,65.886621,36.553817,69.452150,57.902373,142.714449
2255,65.886621,36.553817,69.452150,57.902373,142.714449
2256,65.886621,36.553817,69.452150,57.890181,142.714449
2257,65.886621,36.553817,69.452150,57.890181,142.714449
2258,65.886621,36.553817,69.452150,57.890181,142.714449
2259,65.886621,36.553817,69.452150,57.888161,142.714449
2260,65.886621,36.553817,69.452150,57.888161,142.714449
2261,65.886621,36.553817,69.452150,57.888161,142.714449
2262,65.886621,36.553817,69.452150,57.888161,142.714449
2263,65.886621,36.553817,69.452150,57.886147,142.714449
2264,65.886621,35.585923,69.452150,57.885766,142.714449
2265,65.886621,35.289275,69.452150,57.885766,142.714449
2266,65.886621,35.289275,69.452150,57.885766,142.714449
2267,65.886621,34.415422,69.452150,57.883962,142.714449
2268,65.886621,34.415422,69.452150,57.883962,142.714449
2269,65.886621,34.415422,69.452150,57.883962,142.714449
2270,65.886621,34.415422,69.452150,57.883962,142.714449
2271,65.886621,34.415422,69.452150,57.883962,142.714449
2272,65.886621,34.415422,69.452150,57.883962,142.714449
2273,65.886621,34.415422,69.452150,57.883095,142.714449
2274,65.886621,34.415422,69.452150,57.883095,142.714449
2275,65.886621,34.415422,69.452150,57.883095,142.714449
2276,65.886621,34.415422,69.452150,57.883095,142.714449
2277,65.886621,34.415422,69.452150,57.883095,142.714449
2278,65.886621,34.415422,69.452150,57.883095,142.714449
2279,65.886621,34.415422,69.452150,57.883095,142.714449
2280,65.886621,34.415422,69.452150,57.883095,142.714449
2281,65.886621,34.415422,69.452150,57.883036,142.714449
2282,65.886621,34.415422,69.452150,57.876291,142.714449
2283,65.886621,34.415422,69.452150,57.876291,142.714449
2284,65.886621,34.415422,69.452150,57.876291,142.714449
2285,65.886621,34.415422,69.452150,57.876291,142.714449
2286,65.886621,34.415422,69.452150,57.876291,142.714449
2287,65.886621,34.415422,69.452150,57.876291,142.714449
2288,65.886621,34.415422,69.452150,57.876291,142.714449
2289,65.886621,34.415422,69.452150,57.876291,142.714449
2290,65.886621,34.415422,69.452150,57.876291,142.714449
2291,65.886621,34.415422,69.452150,57.866433,142.714449
2292,65.886621,34.415422,69.452150,57.866433,142.714449
2293,65.886621,34.415422,69.452150,57.866433,142.714449
2294,65.886621,34.415422,69.452150,57.866057,142.714449
2295,65.886621,34.415422,69.452150,57.866057,142.714449
2296,65.886621,34.415422,69.452150,57.866057,142.714449
2297,65.886621,34.415422,69.452150,57.866057,142.714449
2298,65.886621,34.415422,69.452150,57.865853,142.714449
2299,65.886621,34.415422,69.452150,57.865853,142.714449
2300,65.886621,34.415422,69.452150,57.865853,142.714449
2301,65.886621,34.415422,69.452150,57.865853,142.714449
2302,65.886621,34.415422,69.452150,57.865853,142.714449
2303,65.886621,34.415422,69.452150,57.865092,142.714449
2304,65.886621,34.415422,69.452150,57.865048,142.714449
2305,65.886621,34.415422,69.452150,57.865048,142.714449
2306,65.886621,34.415422,69.452150,57.864392,142.714449
2307,65.886621,34.415422,69.452150,57.864392,142.714449
2308,65.886621,34.415422,69.452150,57.863363,142.714449
2309,65.886621,34.415422,69.452150,57.860790,142.714449
2310,65.886621,34.415422,69.452150,57.860111,142.714449
2311,65.886621,34.415422,69.452150,57.860111,142.714449
2312,65.886621,34.415422,69.452150,57.860111,142.714449
2313,65.886621,34.415422,69.452150,57.860111,142.714449
2314,65.886621,34.415422,69.452150,57.860111,142.714449
2315,65.886621,34.415422,69.452150,57.860045,142.714449
2316,65.886621,34.415422,69.452150,57.859484,142.714449
2317,65.886621,34.415422,69.452150,57.859484,142.714449
2318,65.886621,34.415422,69.452150,57.859484,142.714449
2319,65.886621,34.415422,69.452150,57.859484,142.714449
2320,65.886621,34.415422,69.452150,57.858951,142.714449
2321,65.886621,34.415422,69.452150,57.858823,142.714449
2322,65.886621,34.415422,69.452150,57.858242,142.714449
2323,65.886621,34.415422,69.452150,57.858242,142.714449
2324,65.886621,34.415422,69.452150,57.858242,142.714449
2325,65.886621,34.415422,69.452150,57.858242,142.714449
2326,65.886621,34.415422,69.452150,57.857462,142.714449
2327,65.886621,34.415422,69.452150,57.857462,142.714449
2328,65.886621,34.415422,69.452150,57.857462,142.714449
2329,65.886621,34.415422,69.452150,57.857460,142.714449
2330,65.886621,34.415422,69.452150,57.857460,142.714449
2331,65.886621,34.415422,69.452150,57.857460,142.714449
2332,65.886621,34.415422,69.452150,57.857280,142.714449
2333,65.886621,34.415422,69.452150,57.857280,142.714449
2334,65.886621,34.415422,69.452150,57.857280,142.714449
2335,65.886621,34.415422,69.452150,57.856735,142.714449
2336,65.886621,34.415422,69.452150,57.856735,142.714449
2337,65.886621,34.415422,69.452150,57.856735,142.714449
2338,65.886621,34.415422,69.452150,57.856735,142.714449
2339,65.886621,34.415422,69.452150,57.856735,142.714449
2340,65.886621,34.415422,69.452150,57.856735,142.714449
2341,65.886621,34.415422,69.452150,57.856735,142.714449
2342,65.886621,34.415422,69.452150,57.856509,142.714449
2343,65.886621,34.415422,69.452150,57.856509,142.714449
2344,65.886621,34.415422,69.452150,57.856509,142.714449
2345,65.886621,34.415422,69.452150,57.856428,142.714449
2346,65.886621,34.415422,69.452150,57.856428,142.714449
2347,65.886621,34.415422,69.452150,57.856171,142.714449
2348,65.886621,34.415422,69.452150,57.856048,142.714449
2349,65.886621,34.415422,69.452150,57.856048,142.714449
2350,65.886621,34.415422,69.452150,57.856010,142.714449
2351,65.886621,34.415422,69.452150,57.855925,142.714449
2352,65.886621,34.415422,69.452150,57.855872,142.714449
2353,65.886621,34.415422,69.452150,57.855841,142.714449
2354,65.886621,34.415422,69.452150,57.855824,142.714449
2355,65.886621,34.415422,69.452150,57.855816,142.714449
