iteration,c1=3_c2=1,c1=2_c2=2,c1=1_c2=3,c1=0_c2=2,c1=2_c2=0
278,89.020688,75.108914,105.686527,93.063132,142.714449
279,89.020688,75.108914,105.686527,93.063132,142.714449
280,89.020688,75.108914,101.685921,93.063132,142.714449
281,89.020688,75.108914,101.685921,93.063132,142.714449
282,89.020688,75.108914,101.685921,93.063132,142.714449
283,89.020688,75.108914,101.685921,93.063132,142.714449
284,89.020688,75.108914,101.685921,93.063132,142.714449
285,89.020688,75.108914,101.685921,93.063132,142.714449
286,89.020688,75.108914,101.685921,93.063132,142.714449
287,89.020688,73.540904,101.685921,93.063132,142.714449
288,89.020688,73.540904,101.685921,93.063132,142.714449
289,89.020688,73.540904,101.685921,93.063132,142.714449
290,89.020688,73.540904,101.685921,93.063132,142.714449
291,89.020688,73.540904,101.685921,93.063132,142.714449
292,89.020688,73.540904,101.685921,93.063132,142.714449
293,89.020688,73.540904,101.685921,93.063132,142.714449
294,89.020688,73.540904,101.685921,93.063132,142.714449
295,89.020688,73.540904,101.685921,93.063132,142.714449
296,89.020688,73.540904,101.685921,93.063132,142.714449
297,89.020688,73.540904,101.685921,93.063132,142.714449
298,89.020688,73.540904,101.685921,93.063132,142.714449
299,89.020688,73.540904,101.685921,93.063132,142.714449
300,89.020688,73.540904,101.685921,93.063132,142.714449
301,89.020688,73.540904,101.685921,93.063132,142.714449
302,89.020688,73.540904,101.685921,93.063132,142.714449
303,89.020688,73.540904,101.685921,93.063132,142.714449
304,89.020688,73.540904,101.685921,93.063132,142.714449
305,89.020688,73.540904,101.685921,93.063132,142.714449
306,89.020688,73.540904,101.685921,93.063132,142.714449
307,89.020688,73.540904,101.685921,93.063132,142.714449
308,89.020688,73.540904,101.685921,93.063132,142.714449
309,89.020688,73.540904,101.685921,93.063132,142.714449
310,89.020688,73.540904,101.685921,93.063132,142.714449
311,89.020688,73.540904,101.685921,93.063132,142.714449
312,89.020688,73.540904,101.685921,93.063132,142.714449
313,89.020688,73.540904,101.685921,93.063132,142.714449
314,89.020688,73.540904,101.685921,93.063132,142.714449
315,89.020688,73.540904,101.685921,93.063132,142.714449
316,89.020688,73.540904,101.685921,93.063132,142.714449
317,89.020688,73.540904,101.685921,93.063132,142.714449
318,89.020688,73.540904,101.685921,93.063132,142.714449
319,89.020688,73.540904,101.685921,93.063132,142.714449
320,89.020688,73.540904,101.685921,93.063132,142.714449
321,89.020688,73.540904,101.685921,93.063132,142.714449
322,89.020688,73.540904,101.685921,93.063132,142.714449
323,89.020688,73.540904,101.685921,93.063132,142.714449
324,89.020688,73.540904,101.685921,93.063132,142.714449
325,89.020688,73.540904,101.685921,93.063132,142.714449
326,89.020688,73.540904,101.685921,93.063132,142.714449
327,89.020688,73.540904,101.685921,93.063132,142.714449
328,89.020688,73.540904,101.685921,93.063132,142.714449
329,89.020688,73.540904,101.685921,93.063132,142.714449
330,89.020688,73.540904,101.685921,93.063132,142.714449
331,89.020688,73.540904,101.685921,93.063132,142.714449
332,89.020688,73.540904,101.685921,93.063132,142.714449
333,89.020688,73.540904,101.685921,93.063132,142.714449
334,89.020688,73.540904,101.685921,93.063132,142.714449
335,89.020688,73.540904,101.685921,93.063132,142.714449
336,89.020688,73.540904,101.685921,93.063132,142.714449
337,89.020688,73.540904,101.685921,93.063132,142.714449
338,89.020688,73.540904,101.685921,93.063132,142.714449
339,89.020688,73.540904,101.685921,93.063132,142.714449
340,89.020688,73.540904,101.685921,87.476898,142.714449
341,89.020688,73.540904,101.685921,87.476898,142.714449
342,89.020688,73.540904,101.685921,87.476898,142.714449
343,89.020688,73.540904,101.685921,87.476898,142.714449
344,89.020688,73.540904,101.685921,87.476898,142.714449
345,89.020688,73.540904,101.685921,87.476898,142.714449
346,89.020688,73.540904,101.685921,87.476898,142.714449
347,89.020688,73.540904,101.685921,87.476898,142.714449
348,89.020688,73.540904,101.685921,87.476898,142.714449
349,89.020688,73.540904,101.685921,87.476898,142.714449
350,89.020688,73.540904,101.685921,87.476898,142.714449
351,89.020688,73.540904,101.685921,87.476898,142.714449
352,89.020688,73.540904,101.685921,87.476898,142.714449
353,89.020688,73.540904,101.685921,87.476898,142.714449
354,89.020688,73.540904,101.685921,87.476898,142.714449
355,89.020688,73.540904,101.685921,87.476898,142.714449
356,89.020688,73.540904,101.685921,87.476898,142.714449
357,89.020688,73.540904,101.685921,79.377922,142.714449
358,89.020688,73.540904,101.685921,79.377922,142.714449
359,89.020688,73.540904,101.685921,79.377922,142.714449
360,89.020688,73.540904,101.685921,79.377922,142.714449
361,89.020688,73.540904,101.685921,79.377922,142.714449
362,77.033219,73.540904,101.685921,79.377922,142.714449
363,77.033219,73.540904,101.685921,79.377922,142.714449
364,77.033219,73.540904,101.685921,79.377922,142.714449
365,77.033219,73.540904,101.685921,79.377922,142.714449
366,77.033219,73.540904,101.685921,79.377922,142.714449
367,77.033219,73.540904,101.685921,79.377922,142.714449
368,77.033219,73.540904,101.685921,79.377922,142.714449
369,77.033219,73.540904,101.685921,79.377922,142.714449
370,77.033219,73.540904,101.685921,79.377922,142.714449
371,77.033219,73.540904,101.685921,79.377922,142.714449
372,77.033219,73.540904,101.685921,79.377922,142.714449
373,77.033219,73.540904,101.685921,79.377922,142.714449
374,77.033219,73.540904,101.685921,79.377922,142.714449
375,77.033219,73.540904,101.685921,79.377922,142.714449
376,77.033219,73.540904,101.685921,79.377922,142.714449
377,77.033219,73.540904,101.685921,79.377922,142.714449
378,77.033219,73.540904,101.685921,79.377922,142.714449
379,77.033219,73.540904,101.685921,79.377922,142.714449
380,77.033219,73.540904,101.685921,79.377922,142.714449
381,77.033219,73.540904,101.685921,79.377922,142.714449
382,77.033219,73.540904,101.685921,79.377922,142.714449
383,77.033219,73.540904,101.685921,79.377922,142.714449
384,77.033219,73.540904,101.685921,79.377922,142.714449
385,77.033219,73.540904,101.685921,79.377922,142.714449
386,77.033219,73.540904,101.685921,79.377922,142.714449
387,77.033219,73.540904,101.685921,79.377922,142.714449
388,77.033219,73.540904,101.685921,79.377922,142.714449
389,77.033219,73.540904,101.685921,79.377922,142.714449
390,77.033219,73.540904,101.685921,79.377922,142.714449
391,77.033219,73.540904,98.186397,79.377922,142.714449
392,77.033219,73.540904,98.186397,79.377922,142.714449
393,77.033219,73.540904,98.186397,79.377922,142.714449
394,77.033219,73.540904,98.186397,79.377922,142.714449
395,77.033219,73.540904,98.186397,79.377922,142.714449
396,77.033219,73.540904,98.186397,79.377922,142.714449
397,77.033219,73.540904,98.186397,79.377922,142.714449
398,77.033219,73.540904,98.186397,79.377922,142.714449
399,77.033219,73.540904,98.186397,79.377922,142.714449
400,77.033219,73.540904,98.186397,79.377922,142.714449
401,77.033219,73.540904,98.186397,79.377922,142.714449
402,77.033219,73.540904,98.186397,79.377922,142.714449
403,77.033219,73.540904,98.186397,79.377922,142.714449
404,77.033219,73.540904,98.186397,79.377922,142.714449
405,77.033219,73.540904,98.186397,79.377922,142.714449
406,77.033219,73.540904,98.186397,79.377922,142.714449
407,77.033219,73.540904,98.186397,79.377922,142.714449
408,77.033219,73.540904,98.186397,79.377922,142.714449
409,77.033219,73.540904,98.186397,79.377922,142.714449
410,77.033219,73.540904,98.186397,79.377922,142.714449
411,77.033219,73.540904,98.186397,79.377922,142.714449
412,77.033219,73.540904,98.186397,79.377922,142.714449
413,77.033219,73.540904,98.186397,79.377922,142.714449
414,77.033219,73.540904,98.186397,79.377922,142.714449
415,77.033219,73.540904,98.186397,79.377922,142.714449
416,77.033219,73.540904,98.186397,79.377922,142.714449
417,77.033219,73.540904,98.186397,79.377922,142.714449
418,77.033219,73.540904,98.186397,79.377922,142.714449
419,77.033219,73.540904,98.186397,79.377922,142.714449
420,77.033219,73.540904,98.186397,79.377922,142.714449
421,77.033219,73.540904,98.186397,79.377922,142.714449
422,77.033219,73.540904,98.186397,79.377922,142.714449
423,77.033219,73.540904,98.186397,79.377922,142.714449
424,77.033219,73.540904,98.186397,79.377922,142.714449
425,77.033219,73.540904,98.186397,79.377922,142.714449
426,77.033219,73.540904,98.186397,79.377922,142.714449
427,77.033219,73.540904,98.186397,79.377922,142.714449
428,77.033219,73.540904,98.186397,79.377922,142.714449
429,77.033219,73.540904,98.186397,79.377922,142.714449
430,77.033219,73.540904,98.186397,79.377922,142.714449
431,77.033219,73.540904,98.186397,79.377922,142.714449
432,77.033219,73.540904,98.186397,79.377922,142.714449
433,77.033219,73.540904,98.186397,79.377922,142.714449
434,77.033219,73.540904,98.186397,79.377922,142.714449
435,77.033219,73.540904,98.186397,79.377922,142.714449
436,77.033219,73.540904,98.186397,79.377922,142.714449
437,77.033219,73.540904,98.186397,79.377922,142.714449
438,77.033219,73.540904,98.186397,79.377922,142.714449
439,77.033219,73.540904,98.186397,79.377922,142.714449
440,77.033219,73.540904,98.186397,79.377922,142.714449
441,77.033219,73.540904,98.186397,79.377922,142.714449
442,77.033219,73.540904,98.186397,79.377922,142.714449
443,77.033219,73.540904,98.186397,79.377922,142.714449
444,77.033219,73.540904,98.186397,79.377922,142.714449
445,77.033219,73.540904,98.186397,78.993979,142.714449
446,77.033219,73.540904,98.186397,78.993979,142.714449
447,77.033219,73.540904,98.186397,78.993979,142.714449
448,77.033219,73.540904,98.186397,78.993979,142.714449
449,77.033219,73.540904,98.186397,78.993979,142.714449
450,77.033219,73.540904,98.186397,78.993979,142.714449
451,77.033219,73.540904,98.186397,78.993979,142.714449
452,77.033219,73.540904,98.186397,78.993979,142.714449
453,77.033219,73.540904,98.186397,78.993979,142.714449
454,77.033219,73.540904,98.186397,78.993979,142.714449
455,77.033219,73.540904,98.186397,78.993979,142.714449
456,77.033219,73.540904,98.186397,78.993979,142.714449
457,77.033219,73.540904,98.186397,78.993979,142.714449
458,77.033219,73.540904,98.186397,78.993979,142.714449
459,77.033219,73.540904,98.186397,78.993979,142.714449
460,77.033219,73.540904,98.186397,78.993979,142.714449
461,77.033219,73.540904,98.186397,78.993979,142.714449
462,77.033219,73.540904,98.186397,78.993979,142.714449
463,77.033219,73.540904,98.186397,78.993979,142.714449
464,77.033219,73.540904,98.186397,78.993979,142.714449
465,77.033219,73.540904,98.186397,78.993979,142.714449
466,77.033219,73.540904,98.186397,78.993979,142.714449
467,77.033219,73.540904,98.186397,78.993979,142.714449
468,77.033219,73.540904,98.186397,78.993979,142.714449
469,77.033219,73.540904,98.186397,78.993979,142.714449
470,77.033219,73.540904,98.186397,78.993979,142.714449
471,77.033219,73.540904,98.186397,78.993979,142.714449
472,77.033219,73.540904,98.186397,78.993979,142.714449
473,77.033219,73.540904,98.186397,78.993979,142.714449
474,77.033219,73.540904,98.186397,78.993979,142.714449
475,77.033219,73.540904,98.186397,78.993979,142.714449
476,77.033219,73.540904,98.186397,78.993979,142.714449
477,77.033219,73.540904,98.186397,78.993979,142.714449
478,77.033219,73.540904,98.186397,78.993979,142.714449
479,77.033219,73.540904,98.186397,78.993979,142.714449
480,77.033219,73.540904,98.186397,78.993979,142.714449
481,77.033219,73.540904,98.186397,78.993979,142.714449
482,77.033219,73.540904,98.186397,78.993979,142.714449
483,77.033219,73.540904,98.186397,78.993979,142.714449
484,77.033219,73.540904,98.186397,78.993979,142.714449
485,77.033219,73.540904,98.186397,78.993979,142.714449
486,77.033219,73.540904,98.186397,78.993979,142.714449
487,77.033219,73.540904,98.186397,78.993979,142.714449
488,77.033219,73.540904,98.186397,78.993979,142.714449
489,77.033219,73.540904,98.186397,78.993979,142.714449
490,77.033219,73.540904,98.186397,78.993979,142.714449
491,77.033219,73.540904,98.186397,78.993979,142.714449
492,77.033219,73.540904,98.186397,78.993979,142.714449
493,77.033219,73.540904,98.186397,78.993979,142.714449
494,77.033219,73.540904,98.186397,78.993979,142.714449
495,77.033219,73.540904,98.186397,78.993979,142.714449
496,77.033219,73.540904,98.186397,78.993979,142.714449
497,77.033219,73.540904,98.186397,78.993979,142.714449
498,77.033219,73.540904,98.186397,78.993979,142.714449
499,77.033219,73.540904,98.186397,78.993979,142.714449
500,77.033219,73.540904,98.186397,78.993979,142.714449
501,77.033219,73.540904,98.186397,78.993979,142.714449
502,77.033219,73.540904,98.186397,78.993979,142.714449
503,77.033219,73.540904,98.186397,78.993979,142.714449
504,77.033219,73.540904,98.186397,78.993979,142.714449
505,77.033219,73.540904,98.186397,78.993979,142.714449
506,77.033219,73.540904,98.186397,78.993979,142.714449
507,77.033219,73.540904,98.186397,78.993979,142.714449
508,77.033219,73.540904,98.186397,78.993979,142.714449
509,77.033219,73.540904,98.186397,78.993979,142.714449
510,77.033219,73.540904,98.186397,78.993979,142.714449
511,77.033219,73.540904,98.186397,78.993979,142.714449
512,77.033219,73.540904,98.186397,78.993979,142.714449
513,77.033219,73.540904,98.186397,78.993979,142.714449
